prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,whandleleads,aconcept,wcompleteapplication,aaccepted,ocreateoffer,ocreated,acomplete,ocreateoffer,wcallafteroffers,acomplete,ocancelled,wshortenedcompletion,ocreateoffer,ocancelled,acancelled,avalidating,wcallafteroffers,wvalidateapplication,wshortenedcompletion,oaccepted,15.0,20,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wassesspotentialfraud,aconcept,ocreateoffer,aaccepted,wshortenedcompletion,wassesspotentialfraud,wcompleteapplication,ocancelled,ocreated,acancelled,wcallafteroffers,avalidating,aaccepted,ocancelled,0,adenied,wvalidateapplication,orefused,avalidating,wcallincompletefiles,oaccepted,15.0,20,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wassesspotentialfraud,aaccepted,aaccepted,ocreateoffer,osentmailandonline,ocreated,wcompleteapplication,ocreated,aconcept,ocreated,wshortenedcompletion,avalidating,wcallafteroffers,aaccepted,acomplete,wcallafteroffers,aincomplete,wcallafteroffers,acomplete,oaccepted,wcallafteroffers,20.0,20,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,aconcept,aaccepted,aaccepted,whandleleads,whandleleads,whandleleads,adenied,wcallafteroffers,wshortenedcompletion,wvalidateapplication,wcompleteapplication,ocreated,wvalidateapplication,avalidating,avalidating,apending,wvalidateapplication,0,osentonlineonly,20.0,20,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,aconcept,aaccepted,aaccepted,whandleleads,whandleleads,wshortenedcompletion,aaccepted,ocreated,wshortenedcompletion,wvalidateapplication,wcompleteapplication,acomplete,wvalidateapplication,apending,avalidating,apending,wvalidateapplication,0,0,20.0,20,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,aconcept,wassesspotentialfraud,aaccepted,aaccepted,whandleleads,wcallafteroffers,aaccepted,aaccepted,wshortenedcompletion,wvalidateapplication,adenied,acomplete,ocancelled,acomplete,avalidating,aconcept,wvalidateapplication,0,0,20.0,20,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,aconcept,aaccepted,osentonlineonly,osentmailandonline,wcallafteroffers,ocreateoffer,ocreated,wassesspotentialfraud,aaccepted,wcallafteroffers,osentonlineonly,osentonlineonly,avalidating,oreturned,wvalidateapplication,oaccepted,avalidating,oaccepted,ocancelled,oaccepted,20.0,20,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,ocreated,aaccepted,wshortenedcompletion,aaccepted,wcompleteapplication,wcallafteroffers,aconcept,wcallafteroffers,ocancelled,aaccepted,oreturned,aconcept,wcallafteroffers,wcallafteroffers,acancelled,0,oaccepted,aincomplete,oreturned,5.0,21,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,aconcept,ocreateoffer,aaccepted,wshortenedcompletion,aconcept,aconcept,wcallafteroffers,wcompleteapplication,acomplete,ocancelled,orefused,wcallafteroffers,aaccepted,ocreateoffer,wcallafteroffers,acancelled,ocreateoffer,oaccepted,wcallafteroffers,oreturned,5.0,21,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,ocreateoffer,wassesspotentialfraud,aconcept,wshortenedcompletion,wshortenedcompletion,aconcept,wcallafteroffers,acomplete,acomplete,wcallafteroffers,aaccepted,wcallafteroffers,wcompleteapplication,ocreateoffer,wcallafteroffers,acancelled,0,oaccepted,aincomplete,oreturned,5.0,21,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,aconcept,ocreateoffer,aaccepted,ocreateoffer,aaccepted,wcompleteapplication,wcallafteroffers,aconcept,acomplete,aaccepted,aaccepted,acancelled,aconcept,wcallafteroffers,wcallafteroffers,oreturned,0,oaccepted,aincomplete,oreturned,5.0,21,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,wcompleteapplication,ocreateoffer,aconcept,aaccepted,ocreateoffer,wcallafteroffers,wcompleteapplication,wcallafteroffers,ocancelled,aaccepted,acancelled,aaccepted,osentmailandonline,wcallafteroffers,wvalidateapplication,acomplete,oaccepted,oaccepted,oreturned,5.0,21,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,whandleleads,ocreateoffer,osentmailandonline,ocancelled,aaccepted,wassesspotentialfraud,wcallafteroffers,wcallafteroffers,acomplete,ocancelled,oreturned,wcompleteapplication,whandleleads,orefused,wcallafteroffers,aincomplete,acomplete,apending,10.0,21,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,ocreateoffer,ocreated,ocreated,wcompleteapplication,aaccepted,osentmailandonline,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,osentmailandonline,avalidating,adenied,wcallincompletefiles,0,aincomplete,oaccepted,avalidating,apending,10.0,21,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,aconcept,ocreated,ocreated,wcompleteapplication,osentonlineonly,whandleleads,acomplete,acancelled,wcallafteroffers,adenied,ocreated,wcallafteroffers,wassesspotentialfraud,0,avalidating,aconcept,adenied,avalidating,apending,10.0,21,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,wcompleteapplication,ocreated,osentonlineonly,wcompleteapplication,osentonlineonly,osentmailandonline,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,acancelled,wassesspotentialfraud,adenied,wvalidateapplication,0,aconcept,oaccepted,avalidating,apending,10.0,21,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,wcompleteapplication,wcompleteapplication,ocreated,wcompleteapplication,ocreated,aaccepted,whandleleads,ocreated,acomplete,ocreated,wshortenedcompletion,wvalidateapplication,osentmailandonline,oaccepted,wvalidateapplication,apending,adenied,oaccepted,10.0,21,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,whandleleads,aaccepted,aaccepted,osentonlineonly,ocancelled,aconcept,osentonlineonly,orefused,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,acomplete,wassesspotentialfraud,aincomplete,avalidating,wvalidateapplication,oaccepted,aaccepted,15.0,21,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,ocreateoffer,ocreated,whandleleads,aconcept,acomplete,wcallafteroffers,osentonlineonly,wcallafteroffers,wvalidateapplication,osentonlineonly,avalidating,aconcept,aincomplete,wcallincompletefiles,adenied,osentmailandonline,orefused,15.0,21,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aaccepted,wassesspotentialfraud,wcompleteapplication,osentonlineonly,osentmailandonline,ocreated,osentonlineonly,wcompleteapplication,wcallafteroffers,osentonlineonly,0,acomplete,ocreateoffer,ocancelled,acomplete,avalidating,0,apending,osentmailandonline,aaccepted,15.0,21,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,whandleleads,aconcept,wcompleteapplication,aaccepted,ocreateoffer,ocreated,acomplete,ocreateoffer,wcallafteroffers,acomplete,ocancelled,wshortenedcompletion,ocreateoffer,ocancelled,acancelled,avalidating,wcallafteroffers,wvalidateapplication,wshortenedcompletion,oaccepted,15.0,21,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wassesspotentialfraud,aconcept,ocreateoffer,aaccepted,wshortenedcompletion,wassesspotentialfraud,wcompleteapplication,ocancelled,ocreated,acancelled,wcallafteroffers,avalidating,aaccepted,ocancelled,0,adenied,wvalidateapplication,orefused,avalidating,wcallincompletefiles,oaccepted,15.0,21,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wassesspotentialfraud,aaccepted,aaccepted,ocreateoffer,osentmailandonline,ocreated,wcompleteapplication,ocreated,aconcept,ocreated,wshortenedcompletion,avalidating,wcallafteroffers,aaccepted,acomplete,wcallafteroffers,aincomplete,wcallafteroffers,acomplete,oaccepted,wcallafteroffers,20.0,21,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,aconcept,aaccepted,aaccepted,whandleleads,whandleleads,whandleleads,adenied,wcallafteroffers,wshortenedcompletion,wvalidateapplication,wcompleteapplication,ocreated,wvalidateapplication,avalidating,avalidating,apending,wvalidateapplication,0,osentonlineonly,20.0,21,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,aconcept,aaccepted,aaccepted,whandleleads,whandleleads,wshortenedcompletion,aaccepted,ocreated,wshortenedcompletion,wvalidateapplication,wcompleteapplication,acomplete,wvalidateapplication,apending,avalidating,apending,wvalidateapplication,0,0,20.0,21,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,aconcept,wassesspotentialfraud,aaccepted,aaccepted,whandleleads,wcallafteroffers,aaccepted,aaccepted,wshortenedcompletion,wvalidateapplication,adenied,acomplete,ocancelled,acomplete,avalidating,aconcept,wvalidateapplication,0,0,20.0,21,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,aconcept,aaccepted,osentonlineonly,osentmailandonline,wcallafteroffers,ocreateoffer,ocreated,wassesspotentialfraud,aaccepted,wcallafteroffers,osentonlineonly,osentonlineonly,avalidating,oreturned,wvalidateapplication,oaccepted,avalidating,oaccepted,ocancelled,oaccepted,20.0,21,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,orefused,osentonlineonly,wcompleteapplication,wcallafteroffers,wcallafteroffers,whandleleads,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acancelled,wvalidateapplication,orefused,apending,oaccepted,ocancelled,oreturned,5.0,20,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentmailandonline,adenied,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocreated,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,ocancelled,oaccepted,apending,oaccepted,osentmailandonline,oreturned,5.0,20,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,osentmailandonline,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,aaccepted,apending,oaccepted,oaccepted,avalidating,aaccepted,5.0,20,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,0,ocreateoffer,osentmailandonline,wassesspotentialfraud,wcompleteapplication,wcallafteroffers,wcallafteroffers,0,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,adenied,aaccepted,whandleleads,ocancelled,aincomplete,aaccepted,avalidating,5.0,20,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,0,ocreateoffer,adenied,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,wvalidateapplication,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,oreturned,oaccepted,acancelled,wvalidateapplication,wshortenedcompletion,adenied,oaccepted,5.0,20,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,0,ocreateoffer,aaccepted,whandleleads,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,acancelled,orefused,acancelled,oaccepted,wshortenedcompletion,apending,10.0,20,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,wassesspotentialfraud,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,0,avalidating,ocancelled,acomplete,oreturned,ocancelled,10.0,20,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,wassesspotentialfraud,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,avalidating,aincomplete,ocancelled,ocreated,osentmailandonline,ocancelled,10.0,20,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,aaccepted,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,wassesspotentialfraud,acancelled,ocreated,oaccepted,wshortenedcompletion,apending,10.0,20,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,wassesspotentialfraud,wcompleteapplication,wcallafteroffers,wcallafteroffers,wvalidateapplication,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocancelled,avalidating,aincomplete,ocancelled,0,osentonlineonly,apending,10.0,20,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,aaccepted,acancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentonlineonly,ocreated,avalidating,osentmailandonline,apending,avalidating,oaccepted,15.0,20,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,ocreated,ocreateoffer,0,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,acancelled,oaccepted,ocancelled,aincomplete,aincomplete,apending,15.0,20,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,0,ocreateoffer,ocreated,wassesspotentialfraud,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,wvalidateapplication,oaccepted,aincomplete,apending,aincomplete,wvalidateapplication,15.0,20,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,0,ocreateoffer,ocreated,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,adenied,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,oaccepted,avalidating,apending,avalidating,oaccepted,apending,15.0,20,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,0,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,orefused,ocancelled,oaccepted,wcallincompletefiles,wshortenedcompletion,orefused,apending,15.0,20,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentmailandonline,whandleleads,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,adenied,aaccepted,avalidating,avalidating,ocreated,osentmailandonline,ocancelled,20.0,20,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,0,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,wvalidateapplication,oaccepted,avalidating,oaccepted,whandleleads,oaccepted,20.0,20,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,0,ocreateoffer,aaccepted,whandleleads,wcompleteapplication,wcallafteroffers,wcallafteroffers,whandleleads,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,0,avalidating,apending,aaccepted,wassesspotentialfraud,0,20.0,20,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,whandleleads,ocreateoffer,aaccepted,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,adenied,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,0,avalidating,apending,oaccepted,oaccepted,aaccepted,20.0,20,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,whandleleads,ocreateoffer,acancelled,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,wvalidateapplication,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,whandleleads,0,wshortenedcompletion,aincomplete,aaccepted,acomplete,oaccepted,20.0,20,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,orefused,osentonlineonly,wcompleteapplication,wcallafteroffers,wcallafteroffers,whandleleads,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acancelled,wvalidateapplication,orefused,apending,oaccepted,ocancelled,oreturned,5.0,21,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentmailandonline,adenied,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocreated,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,ocancelled,oaccepted,apending,oaccepted,osentmailandonline,oreturned,5.0,21,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,osentmailandonline,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,aaccepted,apending,oaccepted,oaccepted,avalidating,aaccepted,5.0,21,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,0,ocreateoffer,osentmailandonline,wassesspotentialfraud,wcompleteapplication,wcallafteroffers,wcallafteroffers,0,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,adenied,aaccepted,whandleleads,ocancelled,aincomplete,aaccepted,avalidating,5.0,21,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,0,ocreateoffer,adenied,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,wvalidateapplication,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,oreturned,oaccepted,acancelled,wvalidateapplication,wshortenedcompletion,adenied,oaccepted,5.0,21,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,0,ocreateoffer,aaccepted,whandleleads,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,acancelled,orefused,acancelled,oaccepted,wshortenedcompletion,apending,10.0,21,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,wassesspotentialfraud,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,0,avalidating,ocancelled,acomplete,oreturned,ocancelled,10.0,21,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,wassesspotentialfraud,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,avalidating,aincomplete,ocancelled,ocreated,osentmailandonline,ocancelled,10.0,21,7,BPIC17_O_ACCEPTED,xgboost
