prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,desired_cfs,idx,test_id,dataset,black_box
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,archive,0,20.0,20,16,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendnotificationbyphone,archive,archive,0,20.0,20,17,synthetic_data,xgboost
register,lowinsurancecheck,highmedicalhistory,highmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,archive,0,20.0,20,18,synthetic_data,xgboost
register,createquestionnaire,createquestionnaire,highinsurancecheck,highinsurancecheck,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,skipquestionnaire,sendnotificationbypost,archive,0,20.0,20,19,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,5.0,21,0,synthetic_data,xgboost
register,contacthospital,createquestionnaire,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,5.0,21,1,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,5.0,21,2,synthetic_data,xgboost
register,createquestionnaire,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,archive,0,0,5.0,21,3,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,sendnotificationbyphone,0,5.0,21,4,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,5,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,10.0,21,6,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,7,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highinsurancecheck,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,8,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,9,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,21,10,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,21,11,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,21,12,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,21,13,synthetic_data,xgboost
register,createquestionnaire,contacthospital,lowinsurancecheck,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,21,14,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,15,synthetic_data,xgboost
register,createquestionnaire,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,sendquestionnaire,sendnotificationbypost,archive,0,20.0,21,16,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,17,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,createquestionnaire,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,18,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,20.0,21,19,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,0,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,1,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,2,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,0,archive,0,5.0,20,3,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,sendquestionnaire,0,0,5.0,20,4,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,20,5,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,sendquestionnaire,archive,0,10.0,20,6,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,20,7,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,0,10.0,20,8,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,lowinsurancecheck,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,receivequestionnaireresponse,skipquestionnaire,archive,0,10.0,20,9,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,20,10,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,15.0,20,11,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,archive,skipquestionnaire,archive,0,15.0,20,12,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,20,13,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,20,14,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,archive,0,20.0,20,15,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,20,16,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,lowinsurancecheck,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,20.0,20,17,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,archive,archive,skipquestionnaire,archive,0,20.0,20,18,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,archive,sendnotificationbyemail,skipquestionnaire,archive,0,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,5.0,21,0,synthetic_data,xgboost
register,lowinsurancecheck,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,receivequestionnaireresponse,sendquestionnaire,skipquestionnaire,archive,0,5.0,21,1,synthetic_data,xgboost
register,lowinsurancecheck,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,0,sendquestionnaire,receivequestionnaireresponse,archive,0,5.0,21,2,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,skipquestionnaire,receivequestionnaireresponse,archive,0,5.0,21,3,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,receivequestionnaireresponse,sendquestionnaire,archive,archive,0,5.0,21,4,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,5,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,6,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendnotificationbyemail,skipquestionnaire,archive,0,10.0,21,7,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,archive,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,8,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendnotificationbyemail,skipquestionnaire,archive,0,10.0,21,9,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,21,10,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,15.0,21,11,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,21,12,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,21,13,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,21,14,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,15,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,16,synthetic_data,xgboost
register,lowinsurancecheck,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,17,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,20.0,21,18,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,sendquestionnaire,archive,0,20.0,21,19,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,0,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,1,synthetic_data,xgboost
register,contacthospital,0,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,archive,archive,0,5.0,20,2,synthetic_data,xgboost
register,contacthospital,0,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,3,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,sendquestionnaire,archive,archive,0,5.0,20,4,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,20,5,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,0,sendquestionnaire,sendquestionnaire,archive,0,10.0,20,6,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,0,10.0,20,7,synthetic_data,xgboost
register,contacthospital,0,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,20,8,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,archive,0,10.0,20,9,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,20,10,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,0,sendquestionnaire,sendquestionnaire,archive,0,15.0,20,11,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,20,12,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,0,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,20,13,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,0,15.0,20,14,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,archive,0,20.0,20,15,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,0,sendquestionnaire,sendquestionnaire,archive,0,20.0,20,16,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,20,17,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,20,18,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,sendquestionnaire,receivequestionnaireresponse,0,20.0,20,19,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,5.0,21,0,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,5.0,21,1,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,0,0,5.0,21,2,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,5.0,21,3,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,5.0,21,4,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,5,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,6,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,0,0,10.0,21,7,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,10.0,21,8,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,9,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,21,10,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,21,11,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,21,12,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,sendquestionnaire,archive,0,15.0,21,13,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,21,14,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,15,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,16,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,receivequestionnaireresponse,skipquestionnaire,archive,0,20.0,21,17,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,0,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,18,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,19,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,0,synthetic_data,xgboost
