prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,desired_cfs,idx,test_id,dataset,black_box
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,15.0,20,10,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,11,synthetic_data,xgboost
register,contacthospital,lowinsurancecheck,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,12,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,15.0,20,13,synthetic_data,xgboost
register,contacthospital,sendquestionnaire,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,14,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,contacthospital,lowinsurancecheck,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,16,synthetic_data,xgboost
register,contacthospital,lowinsurancecheck,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,20.0,20,17,synthetic_data,xgboost
register,contacthospital,sendquestionnaire,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,18,synthetic_data,xgboost
register,contacthospital,0,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,19,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,5.0,21,0,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,5.0,21,1,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,5.0,21,2,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,acceptclaim,preparenotificationcontent,5.0,21,3,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,highmedicalhistory,preparenotificationcontent,5.0,21,4,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,5,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,6,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,highmedicalhistory,preparenotificationcontent,10.0,21,7,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,highmedicalhistory,preparenotificationcontent,10.0,21,8,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,acceptclaim,preparenotificationcontent,10.0,21,9,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,15.0,21,11,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,highmedicalhistory,preparenotificationcontent,15.0,21,12,synthetic_data,xgboost
register,lowinsurancecheck,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,15.0,21,13,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,sendnotificationbyemail,preparenotificationcontent,15.0,21,14,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,15,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,16,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,sendnotificationbyemail,preparenotificationcontent,20.0,21,17,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,highmedicalhistory,preparenotificationcontent,20.0,21,18,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,acceptclaim,preparenotificationcontent,20.0,21,19,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,0,synthetic_data,xgboost
register,contacthospital,0,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,1,synthetic_data,xgboost
register,contacthospital,sendquestionnaire,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,2,synthetic_data,xgboost
register,contacthospital,0,highinsurancecheck,lowinsurancecheck,createquestionnaire,preparenotificationcontent,5.0,20,3,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highinsurancecheck,lowinsurancecheck,createquestionnaire,preparenotificationcontent,5.0,20,4,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,5,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,10.0,20,6,synthetic_data,xgboost
register,contacthospital,lowinsurancecheck,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,7,synthetic_data,xgboost
register,contacthospital,0,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,8,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,10.0,20,9,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,15.0,20,10,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,11,synthetic_data,xgboost
register,contacthospital,lowinsurancecheck,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,12,synthetic_data,xgboost
register,contacthospital,lowmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,13,synthetic_data,xgboost
register,contacthospital,lowinsurancecheck,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,15.0,20,14,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,contacthospital,lowinsurancecheck,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,16,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,lowinsurancecheck,createquestionnaire,preparenotificationcontent,20.0,20,17,synthetic_data,xgboost
register,contacthospital,lowmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,18,synthetic_data,xgboost
register,contacthospital,0,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,19,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,5.0,21,0,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,5.0,21,1,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,acceptclaim,preparenotificationcontent,5.0,21,2,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,5.0,21,3,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,5.0,21,4,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,5,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,6,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,acceptclaim,preparenotificationcontent,10.0,21,7,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,8,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,9,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,15.0,21,10,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,15.0,21,11,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,acceptclaim,highinsurancecheck,preparenotificationcontent,sendnotificationbypost,15.0,21,12,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,acceptclaim,preparenotificationcontent,15.0,21,13,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,createquestionnaire,highmedicalhistory,preparenotificationcontent,sendnotificationbyphone,15.0,21,14,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,15,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,16,synthetic_data,xgboost
register,0,contacthospital,createquestionnaire,highinsurancecheck,acceptclaim,preparenotificationcontent,20.0,21,17,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,18,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,19,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highinsurancecheck,lowinsurancecheck,createquestionnaire,preparenotificationcontent,5.0,20,0,synthetic_data,xgboost
register,contacthospital,lowmedicalhistory,highinsurancecheck,highinsurancecheck,preparenotificationcontent,sendnotificationbyphone,5.0,20,1,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,2,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,3,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,5.0,20,4,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,5,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,10.0,20,6,synthetic_data,xgboost
register,contacthospital,lowinsurancecheck,highinsurancecheck,createquestionnaire,preparenotificationcontent,sendnotificationbypost,10.0,20,7,synthetic_data,xgboost
register,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,8,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbyphone,10.0,20,9,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,10,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,15.0,20,11,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,15.0,20,12,synthetic_data,xgboost
register,lowmedicalhistory,highmedicalhistory,createquestionnaire,rejectclaim,preparenotificationcontent,sendnotificationbyphone,15.0,20,13,synthetic_data,xgboost
register,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,14,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,lowmedicalhistory,highmedicalhistory,rejectclaim,rejectclaim,acceptclaim,preparenotificationcontent,20.0,20,16,synthetic_data,xgboost
register,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,17,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,20.0,20,18,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,19,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,5.0,21,0,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,5.0,21,1,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,5.0,21,2,synthetic_data,xgboost
register,lowinsurancecheck,highmedicalhistory,createquestionnaire,highinsurancecheck,createquestionnaire,preparenotificationcontent,5.0,21,3,synthetic_data,xgboost
register,lowmedicalhistory,highinsurancecheck,lowmedicalhistory,rejectclaim,rejectclaim,sendnotificationbyphone,5.0,21,4,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,5,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,6,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,7,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,10.0,21,8,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,10.0,21,9,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,contacthospital,acceptclaim,highinsurancecheck,preparenotificationcontent,sendnotificationbypost,15.0,21,11,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,15.0,21,12,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,createquestionnaire,highmedicalhistory,preparenotificationcontent,sendnotificationbyphone,15.0,21,13,synthetic_data,xgboost
register,lowmedicalhistory,highmedicalhistory,createquestionnaire,rejectclaim,preparenotificationcontent,sendnotificationbyphone,15.0,21,14,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,15,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,16,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,17,synthetic_data,xgboost
register,highinsurancecheck,contacthospital,createquestionnaire,highmedicalhistory,rejectclaim,preparenotificationcontent,20.0,21,18,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,20.0,21,19,synthetic_data,xgboost
