prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,desired_cfs,idx,test_id,dataset,black_box
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,aactivatedcomplete,15.0,20,10,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,15.0,20,11,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,15.0,20,12,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,15.0,20,13,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,15.0,20,14,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,aactivatedcomplete,20.0,20,15,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,20.0,20,16,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,20.0,20,17,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,20.0,20,18,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,wafhandelenleadscomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,20.0,20,19,bpic2012_O_ACCEPTED-COMPLETE,xgboost
