prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,prefix_26,prefix_27,prefix_28,prefix_29,prefix_30,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,ocreateoffer,aaccepted,ocreated,aconcept,osentonlineonly,adenied,0,adenied,wcallafteroffers,wcallafteroffers,avalidating,aaccepted,avalidating,whandleleads,oreturned,oaccepted,acancelled,apending,ocancelled,avalidating,0,aincomplete,osentmailandonline,15.0,20,10,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wshortenedcompletion,aaccepted,osentonlineonly,aconcept,whandleleads,wcallafteroffers,whandleleads,adenied,acomplete,wcallafteroffers,avalidating,wcompleteapplication,wcompleteapplication,adenied,oreturned,oaccepted,acancelled,acancelled,osentmailandonline,apending,0,wassesspotentialfraud,apending,15.0,20,11,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,whandleleads,aconcept,wassesspotentialfraud,ocreateoffer,aaccepted,ocreated,ocreateoffer,wcallafteroffers,wcallafteroffers,acomplete,aconcept,osentonlineonly,wcallafteroffers,ocancelled,wassesspotentialfraud,avalidating,wassesspotentialfraud,avalidating,oaccepted,acancelled,acomplete,aincomplete,avalidating,wvalidateapplication,adenied,acomplete,15.0,20,12,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,ocreateoffer,ocreated,ocancelled,ocreated,ocreated,wcompleteapplication,aconcept,0,whandleleads,acancelled,ocreated,acomplete,avalidating,wassesspotentialfraud,wassesspotentialfraud,aincomplete,wcompleteapplication,aaccepted,aaccepted,wvalidateapplication,ocreateoffer,aincomplete,wcallincompletefiles,oaccepted,0,15.0,20,13,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wassesspotentialfraud,aaccepted,wcompleteapplication,acancelled,aaccepted,aconcept,acancelled,wassesspotentialfraud,ocancelled,wvalidateapplication,acomplete,wshortenedcompletion,wcallafteroffers,adenied,wassesspotentialfraud,ocancelled,apending,avalidating,aaccepted,oreturned,wvalidateapplication,wvalidateapplication,aincomplete,aincomplete,adenied,acancelled,15.0,20,14,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,wcompleteapplication,aconcept,ocancelled,ocancelled,wcallafteroffers,ocancelled,osentonlineonly,aconcept,wshortenedcompletion,ocancelled,acancelled,wcallafteroffers,acancelled,ocreated,oaccepted,ocreated,oreturned,wvalidateapplication,wvalidateapplication,0,wcallincompletefiles,aincomplete,wcallincompletefiles,avalidating,20.0,20,15,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aconcept,ocreated,aconcept,whandleleads,wcompleteapplication,wcompleteapplication,wshortenedcompletion,osentonlineonly,wcompleteapplication,orefused,wcallafteroffers,wcallafteroffers,acancelled,orefused,ocreateoffer,avalidating,acomplete,oaccepted,apending,aincomplete,acomplete,acancelled,acancelled,20.0,20,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,aconcept,ocreateoffer,aconcept,osentmailandonline,ocreated,wcompleteapplication,ocancelled,acancelled,osentmailandonline,ocreated,acomplete,wcallafteroffers,wvalidateapplication,apending,wcallafteroffers,avalidating,acomplete,oaccepted,wcallincompletefiles,avalidating,apending,apending,osentmailandonline,20.0,20,17,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,ocreateoffer,aconcept,0,ocancelled,ocancelled,acancelled,aaccepted,osentmailandonline,ocreated,wcompleteapplication,acomplete,wvalidateapplication,apending,wshortenedcompletion,aincomplete,orefused,0,wcallincompletefiles,wcallincompletefiles,apending,osentonlineonly,wcallincompletefiles,20.0,20,18,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,whandleleads,aconcept,aaccepted,aaccepted,adenied,adenied,wcompleteapplication,acancelled,wcallafteroffers,wcompleteapplication,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,apending,wshortenedcompletion,wcallincompletefiles,ocreated,apending,ocreated,wcallincompletefiles,wvalidateapplication,wcallafteroffers,wcallincompletefiles,20.0,20,19,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentonlineonly,adenied,wcompleteapplication,wcallafteroffers,ocreateoffer,ocreated,0,whandleleads,oaccepted,apending,ocreated,osentmailandonline,osentmailandonline,avalidating,wassesspotentialfraud,avalidating,5.0,21,0,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,wshortenedcompletion,acancelled,wshortenedcompletion,ocreated,acancelled,wassesspotentialfraud,ocancelled,wcallafteroffers,osentonlineonly,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wvalidateapplication,wcallafteroffers,wcallafteroffers,oaccepted,ocancelled,oaccepted,wcompleteapplication,orefused,acancelled,wassesspotentialfraud,avalidating,5.0,21,1,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aaccepted,wassesspotentialfraud,aaccepted,wcompleteapplication,aconcept,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,aaccepted,wcallafteroffers,wshortenedcompletion,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,oreturned,wassesspotentialfraud,avalidating,orefused,wvalidateapplication,aaccepted,avalidating,5.0,21,2,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,wcompleteapplication,wshortenedcompletion,acancelled,wshortenedcompletion,ocreated,acancelled,aconcept,ocancelled,wcallafteroffers,osentonlineonly,wcallafteroffers,wcallafteroffers,acomplete,acomplete,oreturned,wcallafteroffers,wcallafteroffers,oaccepted,ocancelled,oaccepted,avalidating,acancelled,apending,acomplete,avalidating,5.0,21,3,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wassesspotentialfraud,ocreateoffer,ocreateoffer,whandleleads,osentmailandonline,wassesspotentialfraud,ocancelled,acancelled,osentonlineonly,aaccepted,wcallafteroffers,aaccepted,wcallafteroffers,wvalidateapplication,wcallafteroffers,aaccepted,oaccepted,ocancelled,acomplete,0,wvalidateapplication,adenied,wassesspotentialfraud,avalidating,5.0,21,4,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,wshortenedcompletion,ocreated,wcompleteapplication,acancelled,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wshortenedcompletion,acomplete,wshortenedcompletion,wassesspotentialfraud,orefused,wvalidateapplication,aincomplete,acomplete,apending,wvalidateapplication,0,wcallafteroffers,apending,aincomplete,orefused,apending,10.0,21,5,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,aaccepted,aaccepted,ocreated,wcompleteapplication,ocreated,0,adenied,wcallafteroffers,wcallafteroffers,acomplete,acomplete,wvalidateapplication,wcallafteroffers,whandleleads,wcallincompletefiles,aincomplete,whandleleads,aaccepted,wvalidateapplication,osentonlineonly,apending,ocreated,aincomplete,orefused,apending,10.0,21,6,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,aaccepted,ocreated,osentonlineonly,wcallafteroffers,adenied,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,ocancelled,adenied,wcallafteroffers,wvalidateapplication,oreturned,acomplete,wcallafteroffers,oreturned,wvalidateapplication,wvalidateapplication,apending,aincomplete,aincomplete,orefused,avalidating,10.0,21,7,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,aaccepted,ocreated,wcompleteapplication,wassesspotentialfraud,adenied,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,ocancelled,adenied,wcallafteroffers,wvalidateapplication,oreturned,0,wcallafteroffers,oreturned,wvalidateapplication,0,apending,apending,aincomplete,orefused,avalidating,10.0,21,8,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,ocreated,wcompleteapplication,wcompleteapplication,osentonlineonly,ocreated,wcallafteroffers,wcallafteroffers,acomplete,ocreateoffer,osentmailandonline,wcallafteroffers,wcallafteroffers,0,aincomplete,oreturned,oreturned,oaccepted,0,acomplete,aaccepted,apending,wvalidateapplication,avalidating,10.0,21,9,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,whandleleads,aaccepted,wcompleteapplication,osentmailandonline,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,wcompleteapplication,orefused,0,wcallafteroffers,avalidating,wcallafteroffers,wcallincompletefiles,wcallafteroffers,osentonlineonly,avalidating,oaccepted,wvalidateapplication,acancelled,aincomplete,avalidating,aaccepted,aincomplete,wcallincompletefiles,15.0,21,10,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wassesspotentialfraud,acancelled,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,wcompleteapplication,osentonlineonly,0,wcallafteroffers,avalidating,wcallafteroffers,whandleleads,aconcept,wcallafteroffers,wcallafteroffers,wcompleteapplication,wvalidateapplication,acancelled,aincomplete,avalidating,apending,aincomplete,wcallincompletefiles,15.0,21,11,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wassesspotentialfraud,aaccepted,ocreated,ocancelled,acancelled,wcompleteapplication,wcallafteroffers,acomplete,wshortenedcompletion,ocancelled,whandleleads,wcompleteapplication,acomplete,oreturned,aaccepted,wassesspotentialfraud,apending,acomplete,oaccepted,avalidating,oaccepted,acancelled,wcallincompletefiles,0,wcompleteapplication,0,15.0,21,12,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,wcompleteapplication,wassesspotentialfraud,osentmailandonline,ocreateoffer,aconcept,acomplete,ocreated,wvalidateapplication,wvalidateapplication,wcallafteroffers,wcallafteroffers,adenied,adenied,wcallafteroffers,adenied,oreturned,osentmailandonline,oaccepted,0,avalidating,avalidating,apending,avalidating,oreturned,15.0,21,13,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wassesspotentialfraud,aaccepted,wcompleteapplication,osentonlineonly,osentmailandonline,osentonlineonly,wcallafteroffers,acomplete,whandleleads,wvalidateapplication,wcallafteroffers,acomplete,wcallafteroffers,avalidating,osentonlineonly,oaccepted,oaccepted,osentonlineonly,osentmailandonline,wcallincompletefiles,apending,whandleleads,avalidating,apending,0,aincomplete,15.0,21,14,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,aaccepted,aaccepted,aconcept,osentonlineonly,wassesspotentialfraud,ocreated,ocancelled,wcompleteapplication,wshortenedcompletion,orefused,ocreateoffer,aaccepted,aaccepted,adenied,ocreated,acomplete,wcallincompletefiles,wcompleteapplication,oaccepted,wvalidateapplication,0,apending,acomplete,0,oreturned,avalidating,20.0,21,15,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,wcompleteapplication,aconcept,ocancelled,ocancelled,wcallafteroffers,ocancelled,osentonlineonly,aconcept,wshortenedcompletion,ocancelled,acancelled,wcallafteroffers,acancelled,ocreated,oaccepted,ocreated,oreturned,wvalidateapplication,wvalidateapplication,0,wcallincompletefiles,aincomplete,wcallincompletefiles,avalidating,20.0,21,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,whandleleads,aconcept,whandleleads,aconcept,ocancelled,aconcept,whandleleads,wcompleteapplication,wcompleteapplication,ocancelled,acancelled,wcallafteroffers,orefused,wcallafteroffers,wcallafteroffers,acancelled,orefused,ocreateoffer,avalidating,acomplete,oaccepted,apending,aincomplete,acomplete,acancelled,osentmailandonline,20.0,21,17,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,whandleleads,wcompleteapplication,osentonlineonly,wshortenedcompletion,acancelled,acancelled,acomplete,adenied,whandleleads,0,osentmailandonline,wassesspotentialfraud,wcallafteroffers,oaccepted,ocreated,wassesspotentialfraud,avalidating,oreturned,ocreateoffer,oaccepted,apending,whandleleads,wcallincompletefiles,wcallafteroffers,oreturned,20.0,21,18,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,wshortenedcompletion,osentonlineonly,wshortenedcompletion,ocreated,osentmailandonline,aconcept,whandleleads,whandleleads,ocreateoffer,wcompleteapplication,orefused,0,wcallafteroffers,wshortenedcompletion,aaccepted,ocreateoffer,apending,ocreateoffer,0,apending,apending,wcallincompletefiles,wassesspotentialfraud,oaccepted,20.0,21,19,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,wassesspotentialfraud,ocreateoffer,whandleleads,wcompleteapplication,acancelled,acancelled,acomplete,osentonlineonly,aaccepted,0,wcallafteroffers,acancelled,osentmailandonline,acancelled,whandleleads,oreturned,apending,oaccepted,apending,orefused,avalidating,wassesspotentialfraud,apending,5.0,20,0,sampled_logs,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,osentmailandonline,whandleleads,wcallafteroffers,wcompleteapplication,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,adenied,orefused,aaccepted,oaccepted,0,wcallincompletefiles,oreturned,whandleleads,wcallafteroffers,wcallafteroffers,wvalidateapplication,acancelled,apending,ocancelled,wcallincompletefiles,5.0,20,1,sampled_logs,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,aaccepted,wassesspotentialfraud,osentonlineonly,whandleleads,wcompleteapplication,wassesspotentialfraud,wshortenedcompletion,wcallafteroffers,ocreateoffer,0,wcallafteroffers,adenied,whandleleads,wassesspotentialfraud,wcallafteroffers,wcallincompletefiles,whandleleads,wcallafteroffers,wvalidateapplication,orefused,apending,aincomplete,aincomplete,wvalidateapplication,5.0,20,2,sampled_logs,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,0,ocreateoffer,osentmailandonline,aaccepted,wcompleteapplication,wcallafteroffers,ocreateoffer,whandleleads,aaccepted,wvalidateapplication,ocreateoffer,0,aaccepted,aincomplete,aincomplete,wcallincompletefiles,ocancelled,acancelled,oaccepted,osentmailandonline,whandleleads,aincomplete,0,wcallafteroffers,5.0,20,3,sampled_logs,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,0,0,aaccepted,aaccepted,wcompleteapplication,wassesspotentialfraud,acancelled,aaccepted,adenied,osentonlineonly,wcallafteroffers,whandleleads,avalidating,adenied,adenied,wcallafteroffers,wcallafteroffers,apending,wcallafteroffers,ocancelled,orefused,wvalidateapplication,wcallincompletefiles,wvalidateapplication,5.0,20,4,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,ocreateoffer,ocreateoffer,ocancelled,wcompleteapplication,osentmailandonline,ocancelled,wcallafteroffers,osentonlineonly,wcallafteroffers,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,acancelled,wcallafteroffers,orefused,wassesspotentialfraud,wassesspotentialfraud,oreturned,apending,aincomplete,aincomplete,wassesspotentialfraud,avalidating,10.0,20,5,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,osentonlineonly,orefused,ocreated,0,osentonlineonly,adenied,aconcept,0,wcallafteroffers,aaccepted,acomplete,ocancelled,oreturned,wcallafteroffers,whandleleads,wvalidateapplication,ocreateoffer,apending,oaccepted,wcompleteapplication,acomplete,wassesspotentialfraud,0,10.0,20,6,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,ocreateoffer,aconcept,wassesspotentialfraud,wshortenedcompletion,adenied,wcompleteapplication,acancelled,acomplete,avalidating,acancelled,oreturned,aaccepted,adenied,wcallafteroffers,orefused,oreturned,wshortenedcompletion,whandleleads,apending,aincomplete,avalidating,acomplete,wvalidateapplication,10.0,20,7,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,whandleleads,aaccepted,whandleleads,wcallafteroffers,wcompleteapplication,acancelled,0,acancelled,osentonlineonly,avalidating,acancelled,wcallafteroffers,aaccepted,acancelled,aincomplete,orefused,ocreated,wcallincompletefiles,whandleleads,aaccepted,whandleleads,aincomplete,acomplete,avalidating,10.0,20,8,sampled_logs,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,0,wassesspotentialfraud,ocreated,wcallafteroffers,wcompleteapplication,wassesspotentialfraud,acomplete,orefused,osentmailandonline,avalidating,wcallafteroffers,wcallafteroffers,orefused,ocreated,avalidating,ocancelled,aaccepted,wcallafteroffers,aincomplete,avalidating,wcallincompletefiles,0,ocancelled,oaccepted,10.0,20,9,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreateoffer,ocreated,wcompleteapplication,osentmailandonline,acancelled,0,wshortenedcompletion,osentmailandonline,wcallafteroffers,oreturned,wcallafteroffers,wvalidateapplication,wcallafteroffers,aaccepted,acancelled,wvalidateapplication,avalidating,avalidating,aincomplete,0,aaccepted,apending,15.0,20,10,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreateoffer,ocancelled,aaccepted,ocreated,wcompleteapplication,ocreateoffer,acancelled,aaccepted,wshortenedcompletion,osentmailandonline,wcallafteroffers,wcallafteroffers,acomplete,wvalidateapplication,wcallafteroffers,oreturned,acancelled,wvalidateapplication,avalidating,acancelled,aincomplete,wvalidateapplication,aaccepted,apending,15.0,20,11,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreateoffer,osentonlineonly,ocreated,wcallafteroffers,wcompleteapplication,acancelled,osentonlineonly,ocreated,ocreateoffer,acancelled,oreturned,wcallafteroffers,acomplete,wcallafteroffers,adenied,wcallafteroffers,0,wvalidateapplication,wvalidateapplication,whandleleads,aaccepted,apending,oaccepted,apending,15.0,20,12,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,0,aaccepted,ocreateoffer,osentmailandonline,wcompleteapplication,ocancelled,acancelled,0,wshortenedcompletion,osentmailandonline,whandleleads,acancelled,whandleleads,wvalidateapplication,aincomplete,aaccepted,acancelled,acancelled,whandleleads,avalidating,aincomplete,0,orefused,apending,15.0,20,13,sampled_logs,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,0,osentonlineonly,orefused,wcallafteroffers,wcompleteapplication,osentmailandonline,wcallafteroffers,wcallafteroffers,wshortenedcompletion,0,wcallafteroffers,wcallafteroffers,wcallafteroffers,oaccepted,wcallafteroffers,wcallafteroffers,adenied,wvalidateapplication,0,avalidating,oreturned,acancelled,apending,oreturned,15.0,20,14,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,ocreateoffer,wcompleteapplication,ocancelled,wcallafteroffers,ocancelled,wshortenedcompletion,wcallafteroffers,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcallincompletefiles,avalidating,whandleleads,0,osentonlineonly,oaccepted,wvalidateapplication,aincomplete,ocancelled,wvalidateapplication,apending,20.0,20,15,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,whandleleads,aaccepted,ocancelled,osentonlineonly,wcompleteapplication,wcallafteroffers,acomplete,osentonlineonly,acancelled,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,acancelled,orefused,ocancelled,aaccepted,adenied,wvalidateapplication,apending,aincomplete,acomplete,orefused,oaccepted,20.0,20,16,sampled_logs,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,whandleleads,aaccepted,aaccepted,acancelled,wcompleteapplication,ocancelled,wassesspotentialfraud,aaccepted,osentmailandonline,ocreateoffer,wassesspotentialfraud,wcallafteroffers,acomplete,0,wassesspotentialfraud,wcallafteroffers,oreturned,wvalidateapplication,oaccepted,apending,ocreated,wvalidateapplication,wcallafteroffers,0,20.0,20,17,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,aaccepted,ocreateoffer,wassesspotentialfraud,acancelled,wcompleteapplication,whandleleads,wcallafteroffers,ocancelled,whandleleads,wcallafteroffers,osentmailandonline,ocancelled,wcallafteroffers,wshortenedcompletion,orefused,wcallincompletefiles,apending,wvalidateapplication,adenied,acancelled,aincomplete,aaccepted,adenied,acomplete,20.0,20,18,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,0,aaccepted,ocreateoffer,aaccepted,wcompleteapplication,ocancelled,whandleleads,ocancelled,adenied,whandleleads,acomplete,wcallafteroffers,acomplete,wvalidateapplication,apending,wshortenedcompletion,aincomplete,aincomplete,oaccepted,wcallincompletefiles,oreturned,apending,osentonlineonly,wcallincompletefiles,20.0,20,19,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,aaccepted,wshortenedcompletion,osentmailandonline,wcompleteapplication,whandleleads,wcallafteroffers,acomplete,wcallafteroffers,osentonlineonly,acomplete,wcallafteroffers,wcallafteroffers,orefused,osentonlineonly,wvalidateapplication,aincomplete,whandleleads,aincomplete,osentmailandonline,adenied,apending,orefused,acancelled,acancelled,avalidating,5.0,21,0,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,wshortenedcompletion,ocreated,wcompleteapplication,ocreateoffer,wcallafteroffers,acancelled,ocreateoffer,osentonlineonly,acomplete,wcallafteroffers,aaccepted,orefused,whandleleads,wvalidateapplication,0,wcallafteroffers,apending,wvalidateapplication,adenied,wvalidateapplication,orefused,avalidating,oreturned,avalidating,5.0,21,1,sampled_logs,xgboost
