prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,acancelled,whandleleads,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,whandleleads,0,wcallafteroffers,acomplete,apending,wvalidateapplication,apending,15.0,20,10,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,aaccepted,osentmailandonline,ocreated,acancelled,wcompleteapplication,ocreated,osentmailandonline,acomplete,wshortenedcompletion,wcallafteroffers,acomplete,ocancelled,osentmailandonline,apending,oreturned,wvalidateapplication,avalidating,apending,15.0,20,11,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,wcompleteapplication,osentonlineonly,wcompleteapplication,adenied,wcompleteapplication,acomplete,acomplete,adenied,wcallafteroffers,ocancelled,wcompleteapplication,oaccepted,aincomplete,apending,apending,wcallafteroffers,oreturned,15.0,20,12,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,aaccepted,aconcept,ocancelled,acancelled,wcompleteapplication,wcompleteapplication,ocreated,wshortenedcompletion,wshortenedcompletion,ocreateoffer,ocancelled,wshortenedcompletion,ocreated,aincomplete,aincomplete,ocreateoffer,oaccepted,oaccepted,15.0,20,13,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,aconcept,wshortenedcompletion,osentonlineonly,wcallafteroffers,adenied,wcompleteapplication,wcompleteapplication,ocancelled,wcallafteroffers,wcallafteroffers,avalidating,aaccepted,oreturned,acancelled,aincomplete,wcompleteapplication,wcallincompletefiles,wvalidateapplication,apending,15.0,20,14,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,ocreated,wcompleteapplication,whandleleads,aaccepted,ocancelled,adenied,osentmailandonline,wcompleteapplication,wcallafteroffers,ocancelled,ocancelled,aconcept,wassesspotentialfraud,ocancelled,aaccepted,avalidating,oaccepted,20.0,20,15,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aconcept,orefused,ocreated,wcallafteroffers,ocreated,wcompleteapplication,wcompleteapplication,aaccepted,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,ocreateoffer,wcallincompletefiles,acancelled,oaccepted,20.0,20,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,osentmailandonline,ocreateoffer,ocreated,wcompleteapplication,wcompleteapplication,wcompleteapplication,wcompleteapplication,wshortenedcompletion,whandleleads,wcompleteapplication,ocancelled,wcallafteroffers,acomplete,ocreated,wcallafteroffers,wvalidateapplication,acancelled,oaccepted,20.0,20,17,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,aconcept,wassesspotentialfraud,orefused,osentmailandonline,wcompleteapplication,wcompleteapplication,osentmailandonline,acancelled,ocreateoffer,wshortenedcompletion,wcompleteapplication,wcallafteroffers,wcallafteroffers,wcompleteapplication,wcallafteroffers,wassesspotentialfraud,wvalidateapplication,0,oaccepted,20.0,20,18,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,aconcept,ocancelled,wcompleteapplication,osentmailandonline,whandleleads,wcallafteroffers,whandleleads,wvalidateapplication,ocreateoffer,wshortenedcompletion,wcallafteroffers,oreturned,acomplete,wassesspotentialfraud,avalidating,orefused,wvalidateapplication,wvalidateapplication,oaccepted,20.0,20,19,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,ocancelled,wcallafteroffers,wcallafteroffers,ocreateoffer,wcallafteroffers,wcallafteroffers,wcompleteapplication,wcallafteroffers,orefused,wshortenedcompletion,wcallincompletefiles,wshortenedcompletion,aincomplete,wshortenedcompletion,aincomplete,wvalidateapplication,aincomplete,5.0,21,0,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,wcompleteapplication,aaccepted,aconcept,wcallafteroffers,wcallafteroffers,adenied,osentonlineonly,wcallafteroffers,wcompleteapplication,wcallafteroffers,orefused,wcallafteroffers,acancelled,wshortenedcompletion,aincomplete,acomplete,aincomplete,wvalidateapplication,oaccepted,5.0,21,1,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,ocreateoffer,ocreateoffer,adenied,ocreateoffer,wcallafteroffers,ocreateoffer,adenied,ocancelled,osentmailandonline,orefused,wcallafteroffers,wvalidateapplication,wcallafteroffers,wcallafteroffers,oreturned,wcallafteroffers,wcallafteroffers,aincomplete,wvalidateapplication,oaccepted,5.0,21,2,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,wassesspotentialfraud,wassesspotentialfraud,ocancelled,acancelled,wassesspotentialfraud,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcompleteapplication,wcallafteroffers,avalidating,wcallafteroffers,wcompleteapplication,oaccepted,wvalidateapplication,wcallafteroffers,aincomplete,wvalidateapplication,oaccepted,5.0,21,3,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,aaccepted,aaccepted,ocancelled,wcallafteroffers,wcallafteroffers,wshortenedcompletion,osentonlineonly,wcallafteroffers,wcompleteapplication,wcallafteroffers,orefused,wshortenedcompletion,wcallincompletefiles,wshortenedcompletion,aincomplete,wcallafteroffers,oreturned,wvalidateapplication,oaccepted,5.0,21,4,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aaccepted,wcompleteapplication,aaccepted,ocreateoffer,aaccepted,osentonlineonly,0,wcallafteroffers,aaccepted,acomplete,wcallafteroffers,wcallafteroffers,0,oreturned,oaccepted,wcallafteroffers,0,avalidating,adenied,oaccepted,10.0,21,5,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,whandleleads,ocreated,wshortenedcompletion,wcompleteapplication,wcallafteroffers,wcallafteroffers,wcompleteapplication,ocreateoffer,osentmailandonline,wcompleteapplication,wshortenedcompletion,0,wcallafteroffers,wcallafteroffers,aconcept,oaccepted,wcallincompletefiles,oaccepted,wvalidateapplication,oaccepted,10.0,21,6,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,aconcept,wcompleteapplication,osentmailandonline,wcompleteapplication,wcompleteapplication,ocreateoffer,wcallafteroffers,osentonlineonly,acomplete,ocancelled,acancelled,wshortenedcompletion,avalidating,wvalidateapplication,orefused,wvalidateapplication,apending,oaccepted,10.0,21,7,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,ocreateoffer,ocreated,aconcept,aconcept,ocreateoffer,ocreateoffer,wcompleteapplication,acomplete,wcallafteroffers,acancelled,acomplete,osentonlineonly,wassesspotentialfraud,osentonlineonly,ocreateoffer,apending,acancelled,wvalidateapplication,wvalidateapplication,oaccepted,10.0,21,8,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,ocreated,osentonlineonly,osentonlineonly,osentmailandonline,wcompleteapplication,adenied,ocreateoffer,wcallafteroffers,acancelled,aaccepted,osentonlineonly,osentonlineonly,0,wvalidateapplication,oreturned,wcompleteapplication,wvalidateapplication,wvalidateapplication,oaccepted,10.0,21,9,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,aaccepted,aaccepted,aaccepted,wcallafteroffers,0,0,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,ocreateoffer,osentmailandonline,aconcept,ocancelled,aaccepted,ocancelled,wvalidateapplication,oaccepted,15.0,21,10,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,aaccepted,aaccepted,acancelled,wcallafteroffers,whandleleads,osentmailandonline,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallincompletefiles,acomplete,aaccepted,ocancelled,aincomplete,ocancelled,wvalidateapplication,oaccepted,15.0,21,11,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aaccepted,aaccepted,aaccepted,acancelled,acancelled,wassesspotentialfraud,osentonlineonly,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,avalidating,avalidating,aaccepted,apending,aincomplete,oreturned,wvalidateapplication,oaccepted,15.0,21,12,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wcompleteapplication,aaccepted,orefused,wcallafteroffers,aconcept,wcompleteapplication,wcallafteroffers,0,acomplete,wcallafteroffers,wcallafteroffers,ocreateoffer,osentmailandonline,ocreateoffer,aincomplete,aaccepted,ocancelled,wvalidateapplication,oaccepted,15.0,21,13,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wcompleteapplication,aaccepted,orefused,whandleleads,whandleleads,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,oreturned,wcallafteroffers,wcallincompletefiles,aaccepted,aincomplete,ocreated,wassesspotentialfraud,wvalidateapplication,oaccepted,15.0,21,14,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,wcompleteapplication,ocreated,osentmailandonline,osentonlineonly,aconcept,aaccepted,ocreated,wcallafteroffers,wcallafteroffers,acomplete,wvalidateapplication,wcallafteroffers,osentonlineonly,acomplete,wassesspotentialfraud,wcallafteroffers,wcompleteapplication,wvalidateapplication,wvalidateapplication,oaccepted,20.0,21,15,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,whandleleads,ocreated,aaccepted,ocreateoffer,wcompleteapplication,wcompleteapplication,wcompleteapplication,wcallafteroffers,osentonlineonly,acancelled,wassesspotentialfraud,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,aaccepted,orefused,oaccepted,apending,oaccepted,20.0,21,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,ocreateoffer,aconcept,aaccepted,wassesspotentialfraud,acancelled,wassesspotentialfraud,0,wcallafteroffers,adenied,wcallafteroffers,wassesspotentialfraud,wvalidateapplication,osentonlineonly,ocreateoffer,wcallafteroffers,wvalidateapplication,orefused,oreturned,ocreated,oaccepted,20.0,21,17,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,ocreated,ocreated,orefused,aconcept,osentmailandonline,0,wcallafteroffers,wcallafteroffers,acomplete,wassesspotentialfraud,ocancelled,osentonlineonly,adenied,wvalidateapplication,ocreated,wcompleteapplication,wvalidateapplication,0,oaccepted,20.0,21,18,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,osentmailandonline,ocreateoffer,osentonlineonly,aconcept,0,wcallafteroffers,osentmailandonline,wvalidateapplication,wshortenedcompletion,avalidating,wvalidateapplication,0,wcompleteapplication,apending,avalidating,apending,acomplete,oaccepted,20.0,21,19,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreated,whandleleads,ocreateoffer,ocreateoffer,wcompleteapplication,aaccepted,0,osentmailandonline,ocreated,wcallafteroffers,wcallafteroffers,osentonlineonly,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,oreturned,wvalidateapplication,oaccepted,5.0,20,0,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreated,aaccepted,ocreateoffer,ocreated,wcompleteapplication,ocreated,ocreateoffer,ocancelled,adenied,avalidating,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,avalidating,wcallafteroffers,oaccepted,ocreated,oaccepted,5.0,20,1,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreateoffer,aaccepted,ocancelled,whandleleads,wcompleteapplication,adenied,ocreateoffer,wcallafteroffers,ocreated,wassesspotentialfraud,aaccepted,wcallincompletefiles,wcallincompletefiles,wvalidateapplication,ocancelled,avalidating,aincomplete,wvalidateapplication,oaccepted,5.0,20,2,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,ocreateoffer,whandleleads,ocreateoffer,osentmailandonline,wcompleteapplication,aaccepted,wshortenedcompletion,wcallafteroffers,osentmailandonline,adenied,wcallafteroffers,ocreateoffer,ocreateoffer,acancelled,wcallafteroffers,aincomplete,aincomplete,wvalidateapplication,oaccepted,5.0,20,3,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,ocreateoffer,acancelled,ocreateoffer,ocreateoffer,wcompleteapplication,ocancelled,acancelled,ocreated,ocreated,wcallafteroffers,wcallafteroffers,ocreateoffer,ocreateoffer,ocreated,whandleleads,ocreated,aincomplete,wvalidateapplication,oaccepted,5.0,20,4,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,adenied,osentmailandonline,ocreated,wcompleteapplication,0,wcallafteroffers,wcallafteroffers,0,wcallafteroffers,ocreated,avalidating,oreturned,orefused,adenied,avalidating,apending,wvalidateapplication,aincomplete,10.0,20,5,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,ocancelled,ocreateoffer,ocreated,wcompleteapplication,acancelled,0,ocreateoffer,osentmailandonline,acomplete,wcallafteroffers,wvalidateapplication,wcallafteroffers,ocreateoffer,0,wcallafteroffers,wvalidateapplication,wvalidateapplication,oaccepted,10.0,20,6,sampled_logs,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,acancelled,wcompleteapplication,whandleleads,osentonlineonly,acancelled,adenied,wcallafteroffers,adenied,acancelled,whandleleads,wvalidateapplication,avalidating,avalidating,oreturned,aincomplete,avalidating,10.0,20,7,sampled_logs,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,aaccepted,aaccepted,aaccepted,osentmailandonline,wcompleteapplication,ocreated,wshortenedcompletion,whandleleads,wcallafteroffers,wvalidateapplication,adenied,wcallafteroffers,whandleleads,wvalidateapplication,oaccepted,acomplete,oaccepted,ocreateoffer,oaccepted,10.0,20,8,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,adenied,osentonlineonly,ocreated,wcompleteapplication,0,0,wcallafteroffers,osentmailandonline,acomplete,ocreated,osentmailandonline,oreturned,ocreateoffer,adenied,avalidating,apending,acancelled,oaccepted,10.0,20,9,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,0,aaccepted,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,ocreated,osentmailandonline,wcallafteroffers,wcallafteroffers,ocreateoffer,ocreated,apending,15.0,20,10,sampled_logs,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreateoffer,0,wcompleteapplication,osentonlineonly,aaccepted,wcallafteroffers,aaccepted,osentonlineonly,wcallafteroffers,wcallafteroffers,ocreateoffer,osentmailandonline,0,ocancelled,wvalidateapplication,wvalidateapplication,oaccepted,15.0,20,11,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,0,aaccepted,wassesspotentialfraud,osentmailandonline,wcompleteapplication,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,ocreateoffer,osentmailandonline,wcallafteroffers,whandleleads,ocreateoffer,ocreated,avalidating,15.0,20,12,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,0,aaccepted,orefused,osentonlineonly,wcompleteapplication,whandleleads,ocreateoffer,aaccepted,0,ocancelled,wcallafteroffers,wcallafteroffers,ocreateoffer,osentmailandonline,wcallafteroffers,wassesspotentialfraud,wvalidateapplication,wvalidateapplication,apending,15.0,20,13,sampled_logs,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreateoffer,0,wcompleteapplication,aaccepted,aaccepted,aaccepted,wshortenedcompletion,osentmailandonline,ocancelled,wcallafteroffers,acomplete,osentmailandonline,adenied,osentmailandonline,adenied,wvalidateapplication,oaccepted,15.0,20,14,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,0,aaccepted,ocreateoffer,ocreated,wcompleteapplication,ocreated,wcallafteroffers,acomplete,aaccepted,wcallafteroffers,wassesspotentialfraud,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,apending,20.0,20,15,sampled_logs,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreateoffer,aaccepted,wcompleteapplication,osentonlineonly,wcallafteroffers,adenied,acancelled,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,wcallafteroffers,wcallafteroffers,acancelled,ocancelled,whandleleads,oaccepted,apending,20.0,20,16,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreateoffer,ocreated,wcompleteapplication,wcallafteroffers,0,osentmailandonline,0,wcallafteroffers,wcallafteroffers,aaccepted,acancelled,0,wcallafteroffers,aincomplete,wcallafteroffers,aaccepted,wvalidateapplication,20.0,20,17,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreateoffer,ocreated,ocancelled,ocreateoffer,wcompleteapplication,ocancelled,ocreateoffer,wshortenedcompletion,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentonlineonly,osentmailandonline,wcallafteroffers,wcallafteroffers,aincomplete,adenied,apending,20.0,20,18,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,aaccepted,osentonlineonly,wshortenedcompletion,wcompleteapplication,adenied,wcallafteroffers,acancelled,0,wcallafteroffers,orefused,0,wcallafteroffers,apending,orefused,osentmailandonline,ocancelled,acomplete,ocancelled,20.0,20,19,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,wassesspotentialfraud,0,aaccepted,wcompleteapplication,wcallafteroffers,acancelled,0,wcallafteroffers,wcallafteroffers,osentmailandonline,wshortenedcompletion,orefused,wcallafteroffers,wcallafteroffers,ocreated,avalidating,ocreated,aincomplete,wvalidateapplication,oaccepted,5.0,21,0,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,aaccepted,aaccepted,wcompleteapplication,wassesspotentialfraud,adenied,osentonlineonly,wshortenedcompletion,wcallafteroffers,acomplete,wshortenedcompletion,wcallafteroffers,whandleleads,wcallafteroffers,ocreateoffer,avalidating,ocreated,oreturned,wvalidateapplication,oaccepted,5.0,21,1,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,whandleleads,wassesspotentialfraud,ocreated,aaccepted,wcompleteapplication,wshortenedcompletion,osentmailandonline,wcallafteroffers,wcallafteroffers,orefused,acomplete,wshortenedcompletion,acomplete,whandleleads,avalidating,wvalidateapplication,avalidating,acancelled,aincomplete,ocancelled,oaccepted,5.0,21,2,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wassesspotentialfraud,wassesspotentialfraud,0,aaccepted,wcompleteapplication,wcallafteroffers,acancelled,0,wcallafteroffers,wcallafteroffers,osentmailandonline,wshortenedcompletion,acomplete,osentmailandonline,oreturned,ocreated,avalidating,ocreated,adenied,wvalidateapplication,oaccepted,5.0,21,3,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,wassesspotentialfraud,0,aaccepted,wcompleteapplication,wcallafteroffers,acancelled,0,wcallafteroffers,wcallafteroffers,adenied,wshortenedcompletion,ocreateoffer,wcallafteroffers,wvalidateapplication,ocreated,avalidating,ocreated,adenied,whandleleads,oaccepted,5.0,21,4,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,aaccepted,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,osentmailandonline,wcallafteroffers,whandleleads,adenied,aaccepted,ocreated,avalidating,avalidating,adenied,ocancelled,avalidating,avalidating,ocancelled,oaccepted,10.0,21,5,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,aaccepted,aaccepted,wshortenedcompletion,wcompleteapplication,ocreateoffer,ocreateoffer,osentmailandonline,adenied,wcallafteroffers,0,0,wvalidateapplication,wcallafteroffers,wassesspotentialfraud,ocreated,avalidating,wcallafteroffers,oreturned,wvalidateapplication,oaccepted,10.0,21,6,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,whandleleads,ocreated,aaccepted,wcompleteapplication,ocreateoffer,ocreateoffer,ocreated,wassesspotentialfraud,acancelled,ocreated,aaccepted,wcallafteroffers,acancelled,avalidating,apending,whandleleads,avalidating,oaccepted,wvalidateapplication,oaccepted,10.0,21,7,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,aaccepted,wcompleteapplication,ocreateoffer,ocreateoffer,wshortenedcompletion,adenied,wvalidateapplication,osentmailandonline,wcallafteroffers,avalidating,acancelled,whandleleads,acancelled,orefused,ocancelled,apending,wvalidateapplication,ocancelled,10.0,21,8,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,aaccepted,wcompleteapplication,ocreateoffer,wassesspotentialfraud,ocreated,osentmailandonline,wcallafteroffers,acancelled,aaccepted,adenied,ocancelled,avalidating,wshortenedcompletion,aincomplete,wcallafteroffers,apending,wshortenedcompletion,oaccepted,10.0,21,9,sampled_logs,xgboost
