prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,prefix_26,prefix_27,prefix_28,prefix_29,prefix_30,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,aconcept,wcompleteapplication,ocreateoffer,ocreated,acancelled,0,ocancelled,aconcept,wcallafteroffers,aaccepted,orefused,aaccepted,aincomplete,aaccepted,wcallafteroffers,wcompleteapplication,0,oreturned,wcompleteapplication,avalidating,wcompleteapplication,ocreateoffer,oreturned,5.0,20,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,aconcept,aconcept,ocreateoffer,wcompleteapplication,adenied,0,ocreateoffer,aconcept,wvalidateapplication,wcompleteapplication,wcallafteroffers,ocancelled,aincomplete,ocancelled,wcallafteroffers,ocreateoffer,0,apending,wcompleteapplication,avalidating,wcompleteapplication,aincomplete,oreturned,5.0,20,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,10.0,20,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,aconcept,ocreateoffer,ocancelled,wassesspotentialfraud,ocreated,aconcept,wshortenedcompletion,ocreated,adenied,0,acancelled,avalidating,wcallafteroffers,oreturned,aincomplete,apending,0,acancelled,0,ocancelled,apending,osentmailandonline,aaccepted,acancelled,10.0,20,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,wassesspotentialfraud,wcompleteapplication,adenied,ocreated,osentonlineonly,ocreated,aaccepted,ocancelled,osentmailandonline,wcompleteapplication,acancelled,aaccepted,wcallafteroffers,wcallafteroffers,apending,aincomplete,acomplete,acancelled,0,acomplete,adenied,0,apending,wvalidateapplication,wassesspotentialfraud,10.0,20,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,osentmailandonline,ocancelled,wassesspotentialfraud,wshortenedcompletion,aconcept,osentmailandonline,ocreated,adenied,acancelled,ocancelled,wcallincompletefiles,wcallafteroffers,aaccepted,wcallafteroffers,apending,ocreated,acancelled,aaccepted,ocancelled,apending,wvalidateapplication,aaccepted,oaccepted,10.0,20,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,aconcept,aconcept,aconcept,osentonlineonly,ocreated,aaccepted,ocancelled,osentmailandonline,adenied,acancelled,aaccepted,wassesspotentialfraud,wcallafteroffers,apending,aincomplete,wcompleteapplication,acancelled,acancelled,acomplete,aincomplete,0,apending,wvalidateapplication,osentmailandonline,10.0,20,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocancelled,ocreateoffer,ocreated,osentmailandonline,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,15.0,20,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,15.0,20,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wassesspotentialfraud,adenied,aconcept,ocreateoffer,ocreated,ocreateoffer,ocreated,osentmailandonline,0,acomplete,wcallafteroffers,wcallafteroffers,ocancelled,avalidating,0,ocreateoffer,acancelled,ocreated,aincomplete,wcallafteroffers,wassesspotentialfraud,wvalidateapplication,avalidating,15.0,20,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,ocreated,adenied,aconcept,adenied,ocreated,adenied,ocreated,osentmailandonline,ocancelled,acomplete,aaccepted,wcallafteroffers,ocancelled,avalidating,apending,acancelled,acancelled,acancelled,wassesspotentialfraud,wcallafteroffers,oreturned,wvalidateapplication,wcallincompletefiles,15.0,20,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wassesspotentialfraud,adenied,aconcept,ocreated,acomplete,osentmailandonline,orefused,osentmailandonline,avalidating,avalidating,aconcept,avalidating,aaccepted,avalidating,acancelled,ocreateoffer,acancelled,aaccepted,apending,wvalidateapplication,ocreateoffer,wvalidateapplication,avalidating,15.0,20,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocancelled,ocreateoffer,ocreated,osentmailandonline,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,20.0,20,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,20.0,20,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,wassesspotentialfraud,aconcept,wcompleteapplication,aaccepted,osentonlineonly,adenied,osentmailandonline,wcompleteapplication,wcallafteroffers,ocancelled,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,oreturned,wassesspotentialfraud,wcallafteroffers,ocancelled,aconcept,ocancelled,avalidating,wcompleteapplication,wvalidateapplication,avalidating,oaccepted,20.0,20,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aconcept,ocreateoffer,ocreateoffer,acancelled,ocreateoffer,aaccepted,orefused,acomplete,acancelled,avalidating,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocancelled,avalidating,wcallincompletefiles,oaccepted,0,0,0,wcallincompletefiles,apending,wvalidateapplication,aconcept,20.0,20,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreateoffer,ocreateoffer,aconcept,aconcept,ocreated,ocreateoffer,ocreated,osentmailandonline,ocancelled,wcallafteroffers,oreturned,wcallafteroffers,acomplete,aincomplete,avalidating,0,oaccepted,ocreateoffer,oaccepted,osentmailandonline,wcallafteroffers,aincomplete,wvalidateapplication,ocreated,20.0,20,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,5.0,20,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,ocreateoffer,0,ocreated,wcompleteapplication,adenied,whandleleads,osentmailandonline,ocancelled,oreturned,whandleleads,oreturned,acomplete,ocancelled,ocancelled,avalidating,wcallafteroffers,oaccepted,apending,aaccepted,avalidating,5.0,20,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,ocreateoffer,0,ocreated,wcompleteapplication,adenied,adenied,osentmailandonline,ocancelled,oreturned,avalidating,oreturned,osentonlineonly,wassesspotentialfraud,wassesspotentialfraud,wcallafteroffers,wcallafteroffers,oaccepted,apending,aincomplete,acomplete,5.0,20,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,wcallafteroffers,0,ocreateoffer,wcompleteapplication,ocreated,aaccepted,ocreated,acancelled,oreturned,oaccepted,osentonlineonly,apending,ocreated,oaccepted,aincomplete,aincomplete,osentmailandonline,wvalidateapplication,acomplete,wcallafteroffers,5.0,20,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,acancelled,ocreateoffer,orefused,0,wcompleteapplication,ocreateoffer,ocreateoffer,osentmailandonline,ocancelled,0,acomplete,oreturned,acomplete,wassesspotentialfraud,wassesspotentialfraud,ocancelled,apending,oaccepted,apending,aincomplete,wvalidateapplication,5.0,20,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,10.0,20,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,acancelled,osentmailandonline,adenied,wcompleteapplication,wcallafteroffers,orefused,orefused,0,wvalidateapplication,osentonlineonly,orefused,oaccepted,ocancelled,wcallincompletefiles,acomplete,wcallafteroffers,apending,oaccepted,wvalidateapplication,wvalidateapplication,10.0,20,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,osentonlineonly,adenied,osentonlineonly,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,oreturned,orefused,whandleleads,avalidating,avalidating,ocancelled,wcallincompletefiles,acomplete,wcallafteroffers,apending,oaccepted,wvalidateapplication,wvalidateapplication,10.0,20,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,osentonlineonly,ocreated,wcallafteroffers,adenied,wcompleteapplication,wcallafteroffers,orefused,orefused,0,oreturned,osentonlineonly,ocreated,acancelled,ocancelled,wcallincompletefiles,acomplete,apending,apending,oaccepted,wvalidateapplication,wvalidateapplication,10.0,20,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,osentonlineonly,ocreated,osentmailandonline,ocancelled,wcompleteapplication,wcallafteroffers,orefused,orefused,oreturned,oreturned,aincomplete,ocreated,avalidating,ocancelled,wvalidateapplication,acomplete,apending,apending,oaccepted,wvalidateapplication,wvalidateapplication,10.0,20,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocancelled,ocreateoffer,ocreated,osentmailandonline,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,15.0,20,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,15.0,20,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocreated,ocreated,ocreated,wcompleteapplication,ocancelled,osentmailandonline,aaccepted,aaccepted,acomplete,ocancelled,avalidating,osentonlineonly,acancelled,whandleleads,acancelled,osentonlineonly,wcallafteroffers,apending,wvalidateapplication,0,15.0,20,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocreated,acomplete,ocreated,wcompleteapplication,adenied,aaccepted,osentmailandonline,adenied,acomplete,apending,avalidating,wvalidateapplication,oaccepted,oaccepted,wassesspotentialfraud,wcallafteroffers,ocancelled,apending,avalidating,0,15.0,20,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,ocreateoffer,aaccepted,0,wcompleteapplication,wshortenedcompletion,0,adenied,osentonlineonly,avalidating,wcallafteroffers,0,0,wcallafteroffers,0,aincomplete,wvalidateapplication,apending,0,wvalidateapplication,avalidating,15.0,20,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocancelled,ocreateoffer,ocreated,osentmailandonline,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,20.0,20,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,20.0,20,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,ocreateoffer,osentonlineonly,osentonlineonly,acomplete,wcompleteapplication,wvalidateapplication,acomplete,ocancelled,wcallafteroffers,0,wvalidateapplication,wcallafteroffers,acancelled,apending,avalidating,oreturned,apending,oaccepted,apending,wvalidateapplication,apending,20.0,20,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,0,orefused,ocancelled,wcompleteapplication,acancelled,acomplete,avalidating,wcallafteroffers,wcallafteroffers,wcallincompletefiles,avalidating,wcallafteroffers,ocancelled,acancelled,wcallafteroffers,0,ocreateoffer,apending,aincomplete,acomplete,20.0,20,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,aaccepted,orefused,0,wcompleteapplication,osentmailandonline,acomplete,adenied,wcallafteroffers,wcallafteroffers,oaccepted,aincomplete,wcallafteroffers,ocancelled,oaccepted,ocancelled,acomplete,0,apending,aincomplete,osentonlineonly,20.0,20,19,BPIC17_O_ACCEPTED,xgboost
