prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,adenied,ocreateoffer,wcallafteroffers,wshortenedcompletion,acancelled,ocancelled,wcallafteroffers,wcallafteroffers,ocancelled,aconcept,oreturned,osentonlineonly,acancelled,oaccepted,oreturned,apending,aaccepted,apending,15.0,20,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,aaccepted,aconcept,wshortenedcompletion,acancelled,adenied,ocreateoffer,wcompleteapplication,wshortenedcompletion,wassesspotentialfraud,aaccepted,orefused,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,wvalidateapplication,wshortenedcompletion,avalidating,ocreateoffer,wassesspotentialfraud,apending,15.0,20,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,wassesspotentialfraud,ocreated,ocreateoffer,ocreated,wassesspotentialfraud,whandleleads,aconcept,acancelled,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,acancelled,apending,acancelled,oreturned,acomplete,aincomplete,oaccepted,15.0,20,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wassesspotentialfraud,ocreateoffer,wcompleteapplication,wcallafteroffers,orefused,orefused,whandleleads,wcallafteroffers,wcallafteroffers,acomplete,avalidating,wcallafteroffers,wvalidateapplication,acancelled,0,adenied,whandleleads,oaccepted,oaccepted,15.0,20,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aaccepted,wassesspotentialfraud,ocreateoffer,osentmailandonline,osentmailandonline,ocreated,osentmailandonline,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcompleteapplication,ocreated,wcallafteroffers,oaccepted,acancelled,0,oaccepted,apending,osentonlineonly,oaccepted,15.0,20,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,20.0,20,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,osentmailandonline,ocreateoffer,wcompleteapplication,osentmailandonline,osentmailandonline,orefused,wcallafteroffers,wcallafteroffers,avalidating,wcallafteroffers,wcallincompletefiles,wcallafteroffers,avalidating,aincomplete,wvalidateapplication,oaccepted,0,20.0,20,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,aaccepted,aconcept,osentmailandonline,ocreateoffer,wcompleteapplication,adenied,acomplete,orefused,wcallafteroffers,wcallafteroffers,avalidating,aaccepted,acancelled,wcallafteroffers,avalidating,aincomplete,wvalidateapplication,oaccepted,0,20.0,20,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,aconcept,adenied,ocreateoffer,ocreateoffer,aaccepted,osentmailandonline,0,orefused,ocancelled,wcallafteroffers,avalidating,wcallafteroffers,wcallincompletefiles,wcallafteroffers,avalidating,aincomplete,wvalidateapplication,osentmailandonline,0,20.0,20,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,aaccepted,wassesspotentialfraud,aaccepted,osentmailandonline,ocreated,0,wcompleteapplication,wcallafteroffers,acancelled,aaccepted,acancelled,aaccepted,aaccepted,wvalidateapplication,oaccepted,apending,ocancelled,oaccepted,apending,20.0,20,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,aconcept,aconcept,orefused,adenied,osentmailandonline,wcompleteapplication,wcallafteroffers,osentonlineonly,aaccepted,aaccepted,wcallafteroffers,0,wshortenedcompletion,oaccepted,aincomplete,orefused,wshortenedcompletion,wcallincompletefiles,5.0,21,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wassesspotentialfraud,wcompleteapplication,wassesspotentialfraud,adenied,ocreateoffer,osentonlineonly,wshortenedcompletion,0,adenied,aaccepted,wcallafteroffers,0,wassesspotentialfraud,whandleleads,wcallafteroffers,osentonlineonly,ocreated,apending,oaccepted,wshortenedcompletion,apending,5.0,21,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aaccepted,whandleleads,osentmailandonline,aconcept,wcallafteroffers,0,adenied,wcompleteapplication,wcompleteapplication,adenied,acomplete,acomplete,wcallafteroffers,oaccepted,orefused,oaccepted,oreturned,wcallafteroffers,wshortenedcompletion,apending,5.0,21,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,whandleleads,aaccepted,wcompleteapplication,aaccepted,ocancelled,orefused,wassesspotentialfraud,whandleleads,wcompleteapplication,wcompleteapplication,adenied,ocancelled,acomplete,0,oaccepted,wshortenedcompletion,oaccepted,ocancelled,acomplete,wshortenedcompletion,apending,5.0,21,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,whandleleads,aconcept,osentmailandonline,orefused,orefused,wassesspotentialfraud,osentonlineonly,aconcept,aconcept,aaccepted,avalidating,aaccepted,oaccepted,wvalidateapplication,oaccepted,wassesspotentialfraud,apending,wshortenedcompletion,wcallincompletefiles,5.0,21,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,whandleleads,wassesspotentialfraud,ocreateoffer,whandleleads,acancelled,aconcept,0,osentmailandonline,aaccepted,avalidating,adenied,osentonlineonly,adenied,aconcept,aincomplete,avalidating,wvalidateapplication,aconcept,0,10.0,21,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wassesspotentialfraud,aconcept,wshortenedcompletion,ocreateoffer,aaccepted,wassesspotentialfraud,osentonlineonly,osentonlineonly,ocancelled,orefused,wvalidateapplication,adenied,oreturned,0,wcallincompletefiles,acomplete,avalidating,wcallincompletefiles,aconcept,aincomplete,apending,10.0,21,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,aaccepted,wcompleteapplication,acancelled,wcompleteapplication,aaccepted,aaccepted,wcompleteapplication,0,osentonlineonly,wcallafteroffers,wcallafteroffers,adenied,acomplete,wshortenedcompletion,0,avalidating,wcompleteapplication,aaccepted,oaccepted,ocancelled,10.0,21,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,whandleleads,adenied,aaccepted,whandleleads,acancelled,acancelled,ocreated,aaccepted,acancelled,wcallafteroffers,ocancelled,ocancelled,acomplete,aconcept,aincomplete,avalidating,avalidating,aconcept,osentmailandonline,10.0,21,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aaccepted,ocreated,acancelled,ocreated,aaccepted,aaccepted,wcompleteapplication,wcompleteapplication,acomplete,wcallafteroffers,wcallafteroffers,acomplete,ocancelled,wcallafteroffers,orefused,wassesspotentialfraud,wcompleteapplication,oaccepted,avalidating,apending,10.0,21,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,adenied,ocreateoffer,wcallafteroffers,wshortenedcompletion,acancelled,ocancelled,wcallafteroffers,wcallafteroffers,ocancelled,aconcept,oreturned,osentonlineonly,acancelled,oaccepted,oreturned,apending,aaccepted,apending,15.0,21,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,aaccepted,aconcept,wshortenedcompletion,acancelled,adenied,ocreateoffer,wcompleteapplication,wshortenedcompletion,wassesspotentialfraud,aaccepted,orefused,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,wvalidateapplication,wshortenedcompletion,avalidating,ocreateoffer,wassesspotentialfraud,apending,15.0,21,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,wassesspotentialfraud,ocreated,ocreateoffer,ocreated,wassesspotentialfraud,whandleleads,aconcept,acancelled,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,acancelled,apending,acancelled,oreturned,acomplete,aincomplete,oaccepted,15.0,21,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wassesspotentialfraud,ocreateoffer,wcompleteapplication,wcallafteroffers,orefused,orefused,whandleleads,wcallafteroffers,wcallafteroffers,acomplete,avalidating,wcallafteroffers,wvalidateapplication,acancelled,0,adenied,whandleleads,oaccepted,oaccepted,15.0,21,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aaccepted,wassesspotentialfraud,ocreateoffer,osentmailandonline,osentmailandonline,ocreated,osentmailandonline,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcompleteapplication,ocreated,wcallafteroffers,oaccepted,acancelled,0,oaccepted,apending,osentonlineonly,oaccepted,15.0,21,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,20.0,21,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,osentmailandonline,ocreateoffer,wcompleteapplication,osentmailandonline,osentmailandonline,orefused,wcallafteroffers,wcallafteroffers,avalidating,wcallafteroffers,wcallincompletefiles,wcallafteroffers,avalidating,aincomplete,wvalidateapplication,oaccepted,0,20.0,21,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,aaccepted,aconcept,osentmailandonline,ocreateoffer,wcompleteapplication,adenied,acomplete,orefused,wcallafteroffers,wcallafteroffers,avalidating,aaccepted,acancelled,wcallafteroffers,avalidating,aincomplete,wvalidateapplication,oaccepted,0,20.0,21,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,aconcept,adenied,ocreateoffer,ocreateoffer,aaccepted,osentmailandonline,0,orefused,ocancelled,wcallafteroffers,avalidating,wcallafteroffers,wcallincompletefiles,wcallafteroffers,avalidating,aincomplete,wvalidateapplication,osentmailandonline,0,20.0,21,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,aaccepted,wassesspotentialfraud,aaccepted,osentmailandonline,ocreated,0,wcompleteapplication,wcallafteroffers,acancelled,aaccepted,acancelled,aaccepted,aaccepted,wvalidateapplication,oaccepted,apending,ocancelled,oaccepted,apending,20.0,21,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,whandleleads,adenied,ocreated,aaccepted,wcompleteapplication,adenied,adenied,aaccepted,wcallafteroffers,wcallafteroffers,acomplete,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcallafteroffers,apending,oaccepted,wshortenedcompletion,apending,5.0,18,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,ocreated,aaccepted,osentonlineonly,ocreateoffer,wcompleteapplication,wassesspotentialfraud,ocreated,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,ocreateoffer,ocancelled,0,wcallafteroffers,apending,wvalidateapplication,aincomplete,oreturned,5.0,18,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,0,ocreated,osentonlineonly,ocreateoffer,wcompleteapplication,wcallafteroffers,orefused,acancelled,wcallafteroffers,wcallafteroffers,ocancelled,ocancelled,ocreated,wvalidateapplication,wcallincompletefiles,oaccepted,wcallincompletefiles,wassesspotentialfraud,oreturned,5.0,18,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,wshortenedcompletion,aaccepted,aaccepted,ocreated,wcompleteapplication,osentmailandonline,osentonlineonly,wcallafteroffers,wcallafteroffers,osentonlineonly,wcallafteroffers,wcallafteroffers,wcallafteroffers,oaccepted,aincomplete,wshortenedcompletion,ocreateoffer,oaccepted,ocancelled,10.0,18,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,whandleleads,aaccepted,wcallafteroffers,wcompleteapplication,orefused,osentonlineonly,wcallafteroffers,acancelled,osentonlineonly,wcallafteroffers,oreturned,ocreated,oaccepted,aincomplete,oaccepted,ocreateoffer,oaccepted,ocancelled,10.0,18,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,whandleleads,aaccepted,aaccepted,ocreated,wcompleteapplication,osentmailandonline,wshortenedcompletion,wcallafteroffers,wcallafteroffers,osentonlineonly,acancelled,wcallafteroffers,wcallafteroffers,ocreateoffer,aincomplete,wcallincompletefiles,wassesspotentialfraud,oaccepted,ocancelled,10.0,18,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,0,aaccepted,orefused,ocreateoffer,wcompleteapplication,osentmailandonline,ocreated,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,acomplete,aaccepted,wshortenedcompletion,wcallafteroffers,aincomplete,ocreateoffer,0,oaccepted,ocancelled,10.0,18,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,0,aaccepted,acancelled,ocreateoffer,wcompleteapplication,orefused,acancelled,orefused,wcallafteroffers,wassesspotentialfraud,wcallafteroffers,acomplete,wvalidateapplication,oaccepted,aincomplete,avalidating,ocancelled,oaccepted,oreturned,10.0,18,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreated,ocreateoffer,ocreateoffer,wcallafteroffers,wcompleteapplication,ocreateoffer,ocancelled,adenied,wshortenedcompletion,wcallafteroffers,ocreateoffer,wcallafteroffers,wcallafteroffers,acancelled,aincomplete,aincomplete,apending,wassesspotentialfraud,ocancelled,15.0,18,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,wassesspotentialfraud,osentmailandonline,ocreateoffer,wcompleteapplication,ocreated,acomplete,wshortenedcompletion,wcallafteroffers,ocancelled,avalidating,oreturned,ocreated,acomplete,avalidating,oaccepted,avalidating,wassesspotentialfraud,0,15.0,18,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,0,ocreated,wshortenedcompletion,ocreated,wcompleteapplication,ocreated,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,whandleleads,ocancelled,wvalidateapplication,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oaccepted,15.0,18,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,0,acancelled,ocreated,0,wcompleteapplication,ocancelled,acomplete,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,orefused,adenied,avalidating,avalidating,osentmailandonline,orefused,avalidating,oaccepted,15.0,18,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,0,0,osentmailandonline,osentmailandonline,wcompleteapplication,acancelled,0,osentonlineonly,wshortenedcompletion,wcallafteroffers,wcallafteroffers,aaccepted,avalidating,avalidating,acancelled,avalidating,aaccepted,avalidating,apending,15.0,18,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oreturned,20.0,18,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,aaccepted,osentonlineonly,aaccepted,osentmailandonline,wcompleteapplication,osentonlineonly,ocreated,ocancelled,wshortenedcompletion,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wshortenedcompletion,wcallafteroffers,oreturned,wcallafteroffers,avalidating,apending,20.0,18,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,0,0,adenied,ocreateoffer,wcompleteapplication,ocancelled,whandleleads,wcallafteroffers,wcallafteroffers,acomplete,wshortenedcompletion,0,osentmailandonline,ocancelled,aincomplete,wcallincompletefiles,wcallafteroffers,wassesspotentialfraud,wvalidateapplication,20.0,18,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,aaccepted,orefused,wcompleteapplication,whandleleads,orefused,osentmailandonline,aaccepted,wassesspotentialfraud,wcallafteroffers,avalidating,whandleleads,osentonlineonly,aincomplete,aincomplete,wcallafteroffers,acomplete,ocancelled,20.0,18,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,ocreated,osentonlineonly,aaccepted,aaccepted,wcompleteapplication,orefused,ocancelled,osentmailandonline,osentonlineonly,acomplete,wcallafteroffers,wcallafteroffers,ocancelled,oaccepted,avalidating,oreturned,adenied,avalidating,ocancelled,20.0,18,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,whandleleads,adenied,ocreated,aaccepted,wcompleteapplication,adenied,adenied,aaccepted,wcallafteroffers,wcallafteroffers,acomplete,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcallafteroffers,apending,oaccepted,wshortenedcompletion,apending,5.0,19,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,ocreated,aaccepted,osentonlineonly,ocreateoffer,wcompleteapplication,wassesspotentialfraud,ocreated,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,ocreateoffer,ocancelled,0,wcallafteroffers,apending,wvalidateapplication,aincomplete,oreturned,5.0,19,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,0,ocreated,osentonlineonly,ocreateoffer,wcompleteapplication,wcallafteroffers,orefused,acancelled,wcallafteroffers,wcallafteroffers,ocancelled,ocancelled,ocreated,wvalidateapplication,wcallincompletefiles,oaccepted,wcallincompletefiles,wassesspotentialfraud,oreturned,5.0,19,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,wshortenedcompletion,aaccepted,aaccepted,ocreated,wcompleteapplication,osentmailandonline,osentonlineonly,wcallafteroffers,wcallafteroffers,osentonlineonly,wcallafteroffers,wcallafteroffers,wcallafteroffers,oaccepted,aincomplete,wshortenedcompletion,ocreateoffer,oaccepted,ocancelled,10.0,19,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,whandleleads,aaccepted,wcallafteroffers,wcompleteapplication,orefused,osentonlineonly,wcallafteroffers,acancelled,osentonlineonly,wcallafteroffers,oreturned,ocreated,oaccepted,aincomplete,oaccepted,ocreateoffer,oaccepted,ocancelled,10.0,19,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,whandleleads,aaccepted,aaccepted,ocreated,wcompleteapplication,osentmailandonline,wshortenedcompletion,wcallafteroffers,wcallafteroffers,osentonlineonly,acancelled,wcallafteroffers,wcallafteroffers,ocreateoffer,aincomplete,wcallincompletefiles,wassesspotentialfraud,oaccepted,ocancelled,10.0,19,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,0,aaccepted,orefused,ocreateoffer,wcompleteapplication,osentmailandonline,ocreated,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,acomplete,aaccepted,wshortenedcompletion,wcallafteroffers,aincomplete,ocreateoffer,0,oaccepted,ocancelled,10.0,19,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,0,aaccepted,acancelled,ocreateoffer,wcompleteapplication,orefused,acancelled,orefused,wcallafteroffers,wassesspotentialfraud,wcallafteroffers,acomplete,wvalidateapplication,oaccepted,aincomplete,avalidating,ocancelled,oaccepted,oreturned,10.0,19,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreated,ocreateoffer,ocreateoffer,wcallafteroffers,wcompleteapplication,ocreateoffer,ocancelled,adenied,wshortenedcompletion,wcallafteroffers,ocreateoffer,wcallafteroffers,wcallafteroffers,acancelled,aincomplete,aincomplete,apending,wassesspotentialfraud,ocancelled,15.0,19,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,wassesspotentialfraud,osentmailandonline,ocreateoffer,wcompleteapplication,ocreated,acomplete,wshortenedcompletion,wcallafteroffers,ocancelled,avalidating,oreturned,ocreated,acomplete,avalidating,oaccepted,avalidating,wassesspotentialfraud,0,15.0,19,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,0,ocreated,wshortenedcompletion,ocreated,wcompleteapplication,ocreated,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,whandleleads,ocancelled,wvalidateapplication,wcallafteroffers,wvalidateapplication,wvalidateapplication,avalidating,oaccepted,15.0,19,10,BPIC17_O_ACCEPTED,xgboost
