prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,asubmitted,whandleleads,whandleleads,aaccepted,wassesspotentialfraud,wassesspotentialfraud,aaccepted,aaccepted,ocreated,0,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,15.0,20,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aaccepted,aconcept,aaccepted,wcompleteapplication,wcallafteroffers,ocancelled,ocreateoffer,ocancelled,ocreateoffer,osentonlineonly,15.0,20,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wassesspotentialfraud,wcompleteapplication,ocreateoffer,aaccepted,aaccepted,ocreateoffer,whandleleads,acancelled,ocancelled,adenied,wcallafteroffers,15.0,20,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,aconcept,acancelled,aaccepted,aconcept,ocancelled,0,ocreated,ocreateoffer,ocreated,15.0,20,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreated,aconcept,ocreated,adenied,osentmailandonline,wshortenedcompletion,ocreated,wcallafteroffers,wcallafteroffers,15.0,20,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,wcompleteapplication,aaccepted,wcompleteapplication,ocreated,orefused,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,20.0,20,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,wcompleteapplication,aaccepted,aaccepted,osentmailandonline,aaccepted,osentonlineonly,ocancelled,ocreateoffer,adenied,20.0,20,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,ocreated,adenied,wcompleteapplication,ocreated,aaccepted,wcompleteapplication,aaccepted,ocreated,20.0,20,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,ocreated,aaccepted,ocancelled,orefused,ocancelled,ocreateoffer,wcompleteapplication,ocreateoffer,ocancelled,20.0,20,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,aconcept,0,osentonlineonly,ocancelled,ocreateoffer,wassesspotentialfraud,20.0,20,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wassesspotentialfraud,aaccepted,wcompleteapplication,aaccepted,osentonlineonly,adenied,ocreated,osentmailandonline,ocancelled,wcallafteroffers,wcallafteroffers,5.0,21,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,wcompleteapplication,acancelled,aconcept,adenied,osentmailandonline,wcompleteapplication,acancelled,osentmailandonline,orefused,5.0,21,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,wassesspotentialfraud,aconcept,ocancelled,aaccepted,adenied,osentmailandonline,orefused,wcallafteroffers,aconcept,orefused,5.0,21,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,ocreateoffer,aaccepted,osentmailandonline,adenied,ocreated,0,wcompleteapplication,ocreated,wcallafteroffers,5.0,21,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,ocreateoffer,aconcept,ocreateoffer,ocreateoffer,ocreated,0,wcompleteapplication,ocreated,ocancelled,5.0,21,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,wassesspotentialfraud,aaccepted,aaccepted,wcallafteroffers,aaccepted,ocreateoffer,wcompleteapplication,wcallafteroffers,wcallafteroffers,10.0,21,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,aaccepted,aaccepted,wassesspotentialfraud,wassesspotentialfraud,wcompleteapplication,acancelled,wcompleteapplication,10.0,21,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,aaccepted,aconcept,ocreated,aaccepted,aaccepted,wassesspotentialfraud,whandleleads,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,10.0,21,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,wcompleteapplication,adenied,adenied,ocreated,ocreateoffer,ocreateoffer,wcallafteroffers,wcompleteapplication,10.0,21,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,aconcept,aaccepted,wcallafteroffers,aaccepted,ocreateoffer,orefused,wcallafteroffers,wcallafteroffers,10.0,21,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreated,aconcept,ocreated,adenied,osentmailandonline,wshortenedcompletion,ocreated,wcallafteroffers,wcallafteroffers,15.0,21,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,wassesspotentialfraud,aconcept,osentonlineonly,ocreated,osentmailandonline,acancelled,wcompleteapplication,aaccepted,wcallafteroffers,15.0,21,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,aconcept,ocreated,aaccepted,ocreateoffer,acancelled,wcompleteapplication,aconcept,acomplete,adenied,15.0,21,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,ocreateoffer,aconcept,adenied,ocreateoffer,aaccepted,acancelled,aaccepted,wcompleteapplication,osentmailandonline,wcallafteroffers,15.0,21,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,wassesspotentialfraud,osentonlineonly,aconcept,aaccepted,aaccepted,aaccepted,aaccepted,ocreated,15.0,21,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,wcompleteapplication,aaccepted,wcompleteapplication,ocreated,orefused,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,20.0,21,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,osentonlineonly,osentonlineonly,wcompleteapplication,ocancelled,ocreateoffer,wassesspotentialfraud,20.0,21,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wassesspotentialfraud,wcompleteapplication,aaccepted,acancelled,aaccepted,ocreated,osentonlineonly,wcompleteapplication,wcallafteroffers,ocreated,acomplete,20.0,21,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,aconcept,0,osentonlineonly,ocancelled,ocreateoffer,wassesspotentialfraud,20.0,21,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,ocreateoffer,ocreateoffer,aaccepted,osentmailandonline,adenied,ocreateoffer,aaccepted,wcompleteapplication,wcallafteroffers,wassesspotentialfraud,20.0,21,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,adenied,adenied,wcompleteapplication,wcompleteapplication,ocancelled,acomplete,ocreated,5.0,20,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,ocreateoffer,acancelled,aaccepted,wcallafteroffers,wassesspotentialfraud,ocancelled,ocancelled,ocreateoffer,wcallafteroffers,5.0,20,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,ocreated,ocreateoffer,adenied,wcompleteapplication,wcompleteapplication,ocreateoffer,ocreated,acomplete,5.0,20,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,wcompleteapplication,acancelled,aconcept,adenied,osentmailandonline,wcompleteapplication,acancelled,osentmailandonline,orefused,5.0,20,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,aaccepted,wassesspotentialfraud,adenied,aconcept,wcompleteapplication,aconcept,osentmailandonline,wcompleteapplication,osentmailandonline,5.0,20,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,ocreateoffer,ocreated,wcompleteapplication,wcompleteapplication,ocancelled,osentmailandonline,osentmailandonline,10.0,20,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,ocreated,aaccepted,aaccepted,wcompleteapplication,wcompleteapplication,ocreateoffer,aaccepted,ocreated,10.0,20,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,0,orefused,aaccepted,wcompleteapplication,wcompleteapplication,acancelled,wcallafteroffers,ocreated,10.0,20,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wassesspotentialfraud,ocreateoffer,wcompleteapplication,wcompleteapplication,ocancelled,wassesspotentialfraud,ocreated,10.0,20,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,ocreateoffer,adenied,aaccepted,wcompleteapplication,wcompleteapplication,orefused,aaccepted,ocreated,10.0,20,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,adenied,orefused,adenied,wcompleteapplication,wcompleteapplication,ocancelled,ocreateoffer,ocreated,15.0,20,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,adenied,orefused,adenied,wcompleteapplication,wcompleteapplication,ocancelled,wassesspotentialfraud,ocreated,15.0,20,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,ocreated,adenied,osentonlineonly,wcompleteapplication,wcompleteapplication,ocancelled,wcallafteroffers,ocreated,15.0,20,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,acomplete,15.0,20,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,adenied,aaccepted,adenied,wcompleteapplication,wcompleteapplication,ocancelled,ocreateoffer,adenied,15.0,20,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,aaccepted,aaccepted,wcompleteapplication,wcompleteapplication,whandleleads,ocreateoffer,ocreated,20.0,20,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,osentmailandonline,osentonlineonly,wcompleteapplication,wcompleteapplication,ocancelled,aaccepted,ocreated,20.0,20,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,aaccepted,ocreated,wcompleteapplication,wcompleteapplication,osentmailandonline,wcallafteroffers,wcallafteroffers,20.0,20,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,ocreated,aaccepted,adenied,wcompleteapplication,wcompleteapplication,osentmailandonline,aaccepted,wcallafteroffers,20.0,20,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,aaccepted,adenied,wcompleteapplication,wcompleteapplication,osentmailandonline,wcallafteroffers,wcallafteroffers,20.0,20,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,aaccepted,wassesspotentialfraud,wcompleteapplication,ocancelled,ocreateoffer,wcallafteroffers,5.0,21,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,orefused,ocreateoffer,0,wcompleteapplication,acancelled,osentmailandonline,wcallafteroffers,5.0,21,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreateoffer,0,wcompleteapplication,acancelled,osentmailandonline,ocreated,5.0,21,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreateoffer,0,wcompleteapplication,acancelled,osentmailandonline,ocancelled,5.0,21,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreated,0,wcompleteapplication,ocancelled,ocreateoffer,osentmailandonline,5.0,21,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,aaccepted,ocreated,osentmailandonline,wcompleteapplication,0,wcallafteroffers,wcallafteroffers,10.0,21,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,ocreated,aaccepted,wcompleteapplication,acomplete,wcallafteroffers,wcallafteroffers,10.0,21,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,0,osentmailandonline,wcompleteapplication,whandleleads,wcallafteroffers,osentmailandonline,10.0,21,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,ocreated,ocreated,wcompleteapplication,ocreateoffer,osentmailandonline,wcallafteroffers,10.0,21,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,ocreated,wassesspotentialfraud,wcompleteapplication,whandleleads,wcallafteroffers,osentmailandonline,10.0,21,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,osentonlineonly,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,15.0,21,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,adenied,ocreateoffer,ocreated,wcompleteapplication,wassesspotentialfraud,wcallafteroffers,wcallafteroffers,15.0,21,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,ocreated,wcompleteapplication,ocancelled,wcallafteroffers,ocreated,15.0,21,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,aaccepted,ocreateoffer,ocreated,wcompleteapplication,0,wcallafteroffers,acomplete,15.0,21,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,ocreateoffer,ocreated,wcompleteapplication,ocancelled,wcallafteroffers,ocreateoffer,15.0,21,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocreated,adenied,wcallafteroffers,wcompleteapplication,whandleleads,wcallafteroffers,wcallafteroffers,20.0,21,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,aaccepted,whandleleads,0,wcompleteapplication,whandleleads,wcallafteroffers,acomplete,20.0,21,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocreated,adenied,wcallafteroffers,wcompleteapplication,wassesspotentialfraud,wcallafteroffers,wcallafteroffers,20.0,21,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,aaccepted,osentonlineonly,wcompleteapplication,aaccepted,ocreated,acomplete,20.0,21,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,ocreated,0,wcompleteapplication,wshortenedcompletion,osentmailandonline,ocancelled,20.0,21,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,0,wcompleteapplication,aaccepted,0,0,wcompleteapplication,wcompleteapplication,osentonlineonly,wcallafteroffers,wcallafteroffers,5.0,19,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,ocreateoffer,acancelled,aaccepted,wcallafteroffers,wassesspotentialfraud,ocancelled,ocancelled,ocreateoffer,wcallafteroffers,5.0,19,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,wcompleteapplication,acancelled,aconcept,adenied,osentmailandonline,wcompleteapplication,acancelled,osentmailandonline,orefused,5.0,19,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,wcompleteapplication,0,0,0,wcompleteapplication,wcompleteapplication,ocreateoffer,0,adenied,5.0,19,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,aaccepted,ocreated,wcompleteapplication,wcompleteapplication,ocancelled,0,ocreated,10.0,19,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,0,ocreateoffer,wcompleteapplication,wcompleteapplication,acomplete,osentmailandonline,wcallafteroffers,10.0,19,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,ocreated,aaccepted,aaccepted,wcompleteapplication,wcompleteapplication,0,acomplete,osentmailandonline,10.0,19,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,wcompleteapplication,osentonlineonly,0,ocreateoffer,wcompleteapplication,acancelled,0,aaccepted,wcallafteroffers,10.0,19,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,0,wcompleteapplication,aaccepted,0,aaccepted,wcompleteapplication,wcompleteapplication,acancelled,acomplete,wassesspotentialfraud,10.0,19,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,adenied,0,0,wcompleteapplication,wcompleteapplication,ocancelled,ocreateoffer,ocreated,15.0,19,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,adenied,0,0,wcompleteapplication,orefused,ocancelled,ocreateoffer,ocreated,15.0,19,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,osentmailandonline,ocreateoffer,0,wcompleteapplication,ocancelled,aaccepted,ocreated,15.0,19,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,adenied,ocreated,wcompleteapplication,wcompleteapplication,ocancelled,aaccepted,osentmailandonline,15.0,19,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,0,adenied,aaccepted,wcompleteapplication,wcompleteapplication,acancelled,ocreated,ocreated,15.0,19,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,aaccepted,0,0,wcompleteapplication,wcompleteapplication,ocreated,wcallafteroffers,wcallafteroffers,20.0,19,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,0,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,osentmailandonline,0,wcompleteapplication,wcompleteapplication,ocancelled,aaccepted,ocreated,20.0,19,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,0,0,aaccepted,wcompleteapplication,wcompleteapplication,ocreateoffer,ocreated,acomplete,20.0,19,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,aconcept,wcompleteapplication,0,0,0,wcompleteapplication,wcompleteapplication,ocancelled,0,ocreated,20.0,19,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,0,0,wcompleteapplication,0,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,aaccepted,wcompleteapplication,ocancelled,adenied,ocreated,20.0,19,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,acancelled,ocreateoffer,adenied,ocreated,wcompleteapplication,0,osentmailandonline,ocancelled,5.0,21,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,wcompleteapplication,acancelled,aconcept,adenied,osentmailandonline,wcompleteapplication,acancelled,osentmailandonline,orefused,5.0,21,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,ocreated,ocancelled,ocreateoffer,acancelled,wcompleteapplication,0,aaccepted,aaccepted,5.0,21,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,0,ocreateoffer,0,wcompleteapplication,0,osentmailandonline,ocancelled,5.0,21,3,BPIC17_O_ACCEPTED,xgboost
