prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,ocreated,ocreateoffer,ocancelled,osentonlineonly,aaccepted,adenied,wcallafteroffers,acomplete,wshortenedcompletion,wshortenedcompletion,wcompleteapplication,wshortenedcompletion,osentmailandonline,wcallafteroffers,wcallincompletefiles,wvalidateapplication,wvalidateapplication,oaccepted,15.0,20,10,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,ocreateoffer,wshortenedcompletion,wassesspotentialfraud,ocreateoffer,whandleleads,osentonlineonly,wcompleteapplication,wcallafteroffers,aconcept,osentmailandonline,wcallafteroffers,adenied,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,adenied,avalidating,wvalidateapplication,wcompleteapplication,oaccepted,15.0,20,11,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aaccepted,wcompleteapplication,aaccepted,wshortenedcompletion,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,ocreated,ocreateoffer,acomplete,wcallafteroffers,wvalidateapplication,wcompleteapplication,wcallafteroffers,acancelled,wvalidateapplication,wvalidateapplication,wvalidateapplication,apending,15.0,20,12,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,aaccepted,osentonlineonly,ocreateoffer,osentmailandonline,osentonlineonly,ocreateoffer,osentonlineonly,aaccepted,ocreateoffer,wcallafteroffers,aaccepted,wcallafteroffers,wvalidateapplication,wcallafteroffers,oaccepted,wassesspotentialfraud,wvalidateapplication,wvalidateapplication,oaccepted,15.0,20,13,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,aaccepted,osentonlineonly,ocreateoffer,ocancelled,whandleleads,ocreateoffer,osentonlineonly,aaccepted,ocreateoffer,adenied,wcallafteroffers,wcallafteroffers,oreturned,wcallafteroffers,oaccepted,oreturned,wvalidateapplication,wvalidateapplication,oaccepted,15.0,20,14,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,aaccepted,ocreateoffer,aaccepted,ocreated,wcompleteapplication,wshortenedcompletion,wcallafteroffers,aconcept,whandleleads,wcompleteapplication,aaccepted,0,wvalidateapplication,ocreated,apending,aincomplete,wcallincompletefiles,apending,wvalidateapplication,20.0,20,15,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreateoffer,ocreateoffer,aaccepted,ocreated,wcompleteapplication,wshortenedcompletion,wcompleteapplication,ocancelled,wcompleteapplication,osentonlineonly,wcallafteroffers,wcallincompletefiles,wcallafteroffers,ocancelled,apending,ocreateoffer,wcallincompletefiles,apending,apending,20.0,20,16,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aconcept,aaccepted,ocreated,osentmailandonline,whandleleads,wassesspotentialfraud,ocreateoffer,aaccepted,wvalidateapplication,wcallafteroffers,whandleleads,aaccepted,osentmailandonline,aaccepted,apending,ocancelled,osentmailandonline,adenied,oaccepted,20.0,20,17,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,ocreateoffer,ocreateoffer,ocancelled,aaccepted,ocreated,ocancelled,ocreated,acomplete,osentmailandonline,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wshortenedcompletion,orefused,wcallincompletefiles,wassesspotentialfraud,ocreated,apending,ocreateoffer,oaccepted,20.0,20,18,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aconcept,ocreated,ocancelled,ocreated,whandleleads,aaccepted,ocancelled,adenied,osentonlineonly,wshortenedcompletion,whandleleads,wcallafteroffers,wcallafteroffers,apending,ocancelled,ocancelled,oaccepted,avalidating,aincomplete,20.0,20,19,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,aconcept,wassesspotentialfraud,ocreated,wcallafteroffers,wcompleteapplication,osentmailandonline,wcallafteroffers,acomplete,wcallafteroffers,ocancelled,wcallincompletefiles,ocreateoffer,oreturned,0,oaccepted,oreturned,oaccepted,oaccepted,5.0,21,0,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,wcompleteapplication,aconcept,wcompleteapplication,ocreated,ocreated,wcompleteapplication,osentmailandonline,wcallafteroffers,acomplete,wcallafteroffers,aaccepted,wcallincompletefiles,ocreateoffer,oreturned,0,ocancelled,oreturned,oaccepted,oaccepted,5.0,21,1,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,aconcept,wassesspotentialfraud,ocreated,wcallafteroffers,wcompleteapplication,osentmailandonline,wcallafteroffers,acomplete,wcallafteroffers,ocancelled,wcallincompletefiles,ocancelled,oreturned,0,oreturned,oreturned,oaccepted,oaccepted,5.0,21,2,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,ocreateoffer,aaccepted,aconcept,wassesspotentialfraud,ocreated,wcallafteroffers,wcompleteapplication,osentmailandonline,wcallafteroffers,acomplete,wcallafteroffers,oreturned,wcallincompletefiles,osentmailandonline,oreturned,ocancelled,wcompleteapplication,oreturned,oaccepted,oaccepted,5.0,21,3,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,aconcept,osentmailandonline,ocreated,wcallafteroffers,wcompleteapplication,osentmailandonline,wcallafteroffers,acancelled,wcallafteroffers,aaccepted,wcallincompletefiles,avalidating,oreturned,ocreated,ocancelled,oreturned,ocancelled,oaccepted,5.0,21,4,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aaccepted,wcompleteapplication,aaccepted,wshortenedcompletion,aconcept,wcompleteapplication,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,ocreated,wcallafteroffers,wcallafteroffers,wcallafteroffers,oaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,10.0,21,5,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,whandleleads,aaccepted,ocreated,aaccepted,aaccepted,osentonlineonly,wcallafteroffers,wcompleteapplication,ocancelled,wvalidateapplication,acomplete,wassesspotentialfraud,ocreated,wcallafteroffers,wcallafteroffers,acancelled,wvalidateapplication,aincomplete,aincomplete,wvalidateapplication,apending,10.0,21,6,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wcompleteapplication,ocreated,aconcept,ocreated,wcallafteroffers,wcompleteapplication,acancelled,osentmailandonline,aaccepted,wshortenedcompletion,wcallafteroffers,wassesspotentialfraud,wcallafteroffers,osentmailandonline,wvalidateapplication,avalidating,aincomplete,oaccepted,oaccepted,10.0,21,7,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,wcompleteapplication,wcompleteapplication,wassesspotentialfraud,wcallafteroffers,acomplete,ocancelled,aconcept,osentmailandonline,adenied,acancelled,wvalidateapplication,ocreateoffer,acancelled,wcompleteapplication,avalidating,wcallincompletefiles,wvalidateapplication,oaccepted,10.0,21,8,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,whandleleads,aconcept,whandleleads,aaccepted,whandleleads,osentonlineonly,ocreateoffer,wcompleteapplication,ocreated,wshortenedcompletion,aaccepted,wshortenedcompletion,wcallafteroffers,wcallafteroffers,ocreateoffer,osentmailandonline,wvalidateapplication,avalidating,apending,oaccepted,oaccepted,10.0,21,9,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,aaccepted,whandleleads,ocreateoffer,aaccepted,ocreateoffer,aaccepted,ocreateoffer,wcompleteapplication,wcallafteroffers,wcallafteroffers,wshortenedcompletion,wshortenedcompletion,adenied,avalidating,ocreateoffer,oreturned,ocreated,oreturned,apending,wvalidateapplication,oaccepted,15.0,21,10,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,ocreateoffer,wshortenedcompletion,wassesspotentialfraud,ocreateoffer,whandleleads,osentonlineonly,wcompleteapplication,wcallafteroffers,aconcept,osentmailandonline,wcallafteroffers,adenied,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,adenied,avalidating,wvalidateapplication,wcompleteapplication,oaccepted,15.0,21,11,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,ocreateoffer,aconcept,aaccepted,ocreateoffer,whandleleads,ocreateoffer,wcompleteapplication,wcallafteroffers,aconcept,osentmailandonline,wcallafteroffers,adenied,osentonlineonly,wcallafteroffers,ocreated,adenied,avalidating,wvalidateapplication,oaccepted,oaccepted,15.0,21,12,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,aaccepted,ocreateoffer,wshortenedcompletion,ocreated,wcallafteroffers,wcallafteroffers,orefused,ocancelled,wcallafteroffers,wcallafteroffers,0,wcallafteroffers,0,aincomplete,aincomplete,apending,avalidating,apending,15.0,21,13,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,ocreateoffer,wshortenedcompletion,osentonlineonly,ocreateoffer,wshortenedcompletion,wcallafteroffers,wcompleteapplication,acomplete,wcompleteapplication,osentmailandonline,wcallafteroffers,orefused,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,adenied,avalidating,apending,wassesspotentialfraud,apending,15.0,21,14,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,whandleleads,ocreateoffer,ocreated,aaccepted,aconcept,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,osentonlineonly,0,wcallincompletefiles,aaccepted,wcallafteroffers,wcallafteroffers,ocreated,oreturned,acancelled,oaccepted,20.0,21,15,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,wassesspotentialfraud,ocreateoffer,osentmailandonline,wcallafteroffers,acomplete,ocancelled,wcallafteroffers,wshortenedcompletion,ocancelled,wvalidateapplication,adenied,wcallafteroffers,osentonlineonly,wcompleteapplication,wcompleteapplication,avalidating,adenied,oaccepted,20.0,21,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,whandleleads,whandleleads,osentonlineonly,ocreated,wshortenedcompletion,wcompleteapplication,osentmailandonline,wcallafteroffers,whandleleads,avalidating,wvalidateapplication,ocancelled,osentonlineonly,oaccepted,ocancelled,ocancelled,aincomplete,wvalidateapplication,oaccepted,20.0,21,17,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wshortenedcompletion,wcompleteapplication,ocreated,acomplete,ocancelled,osentonlineonly,wcompleteapplication,wcallafteroffers,wcompleteapplication,avalidating,wcallafteroffers,orefused,osentonlineonly,ocancelled,aincomplete,ocancelled,oaccepted,20.0,21,18,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,ocreateoffer,whandleleads,osentonlineonly,whandleleads,ocreated,wcompleteapplication,acomplete,acancelled,wcallafteroffers,ocreateoffer,wshortenedcompletion,ocreated,acomplete,0,ocreateoffer,orefused,ocreated,oreturned,adenied,oaccepted,20.0,21,19,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,wshortenedcompletion,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,adenied,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,wvalidateapplication,ocreated,osentonlineonly,oaccepted,ocancelled,oaccepted,5.0,20,0,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,adenied,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,ocreated,acomplete,oaccepted,oaccepted,ocancelled,oaccepted,5.0,20,1,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,aaccepted,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,orefused,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,oaccepted,acancelled,avalidating,adenied,oreturned,oaccepted,5.0,20,2,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,wassesspotentialfraud,osentonlineonly,wcompleteapplication,wcallafteroffers,wcallafteroffers,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,ocreated,apending,avalidating,ocancelled,ocancelled,apending,5.0,20,3,sampled_logs,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,ocreateoffer,aaccepted,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,orefused,aincomplete,acancelled,avalidating,wvalidateapplication,adenied,0,5.0,20,4,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,osentmailandonline,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,whandleleads,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,acomplete,ocancelled,wvalidateapplication,wvalidateapplication,wvalidateapplication,oaccepted,10.0,20,5,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,acancelled,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,0,orefused,0,aaccepted,aaccepted,wvalidateapplication,oaccepted,10.0,20,6,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentonlineonly,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,acancelled,orefused,oreturned,oaccepted,apending,oaccepted,10.0,20,7,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,0,ocreateoffer,ocancelled,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,wcallincompletefiles,acancelled,apending,aincomplete,wvalidateapplication,oaccepted,10.0,20,8,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentonlineonly,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,avalidating,acancelled,oreturned,oaccepted,apending,oaccepted,10.0,20,9,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,wassesspotentialfraud,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,wvalidateapplication,oreturned,acomplete,wvalidateapplication,osentonlineonly,oaccepted,15.0,20,10,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,aaccepted,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wshortenedcompletion,ocreated,oaccepted,ocreated,orefused,wvalidateapplication,oaccepted,15.0,20,11,sampled_logs,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentonlineonly,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wshortenedcompletion,wvalidateapplication,oaccepted,wshortenedcompletion,oreturned,osentonlineonly,oaccepted,15.0,20,12,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,wassesspotentialfraud,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wshortenedcompletion,wvalidateapplication,wassesspotentialfraud,wassesspotentialfraud,wvalidateapplication,wcallincompletefiles,apending,15.0,20,13,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,ocreateoffer,0,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,wvalidateapplication,oaccepted,0,apending,osentonlineonly,oaccepted,15.0,20,14,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,oaccepted,wcallincompletefiles,osentmailandonline,oreturned,wvalidateapplication,oaccepted,20.0,20,15,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,whandleleads,ocreateoffer,osentonlineonly,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,orefused,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,0,osentonlineonly,avalidating,wshortenedcompletion,aincomplete,wvalidateapplication,oaccepted,20.0,20,16,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,osentmailandonline,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,aaccepted,osentonlineonly,wshortenedcompletion,avalidating,wvalidateapplication,oaccepted,20.0,20,17,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,orefused,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,oaccepted,acancelled,osentmailandonline,apending,wvalidateapplication,oaccepted,20.0,20,18,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acancelled,osentmailandonline,apending,wassesspotentialfraud,wvalidateapplication,acomplete,oaccepted,20.0,20,19,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,ocreateoffer,0,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,acomplete,avalidating,oreturned,whandleleads,acomplete,wvalidateapplication,wvalidateapplication,apending,5.0,21,0,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,ocreateoffer,aaccepted,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentonlineonly,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,ocreated,acomplete,acomplete,osentonlineonly,avalidating,oaccepted,wvalidateapplication,apending,5.0,21,1,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,ocreateoffer,aaccepted,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,oreturned,aaccepted,acomplete,acomplete,oaccepted,avalidating,ocancelled,wvalidateapplication,wvalidateapplication,5.0,21,2,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,ocreateoffer,0,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocreated,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,acomplete,avalidating,acomplete,oaccepted,apending,ocancelled,wvalidateapplication,wassesspotentialfraud,5.0,21,3,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,ocreateoffer,0,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,osentonlineonly,avalidating,oreturned,osentmailandonline,acomplete,wvalidateapplication,adenied,apending,5.0,21,4,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,ocreateoffer,0,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocreated,avalidating,0,wcallincompletefiles,wvalidateapplication,oreturned,oaccepted,acomplete,oaccepted,10.0,21,5,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,whandleleads,ocreateoffer,whandleleads,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocreated,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocreated,acomplete,osentonlineonly,orefused,ocreated,osentonlineonly,apending,wvalidateapplication,0,10.0,21,6,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,ocreateoffer,aaccepted,osentonlineonly,wcompleteapplication,wcallafteroffers,wcallafteroffers,wassesspotentialfraud,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,avalidating,avalidating,avalidating,osentmailandonline,wvalidateapplication,oreturned,avalidating,ocancelled,oaccepted,10.0,21,7,sampled_logs,xgboost
