prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,ocreateoffer,aconcept,ocreateoffer,ocancelled,osentonlineonly,ocreated,wcompleteapplication,wcompleteapplication,acomplete,osentmailandonline,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,ocreated,15.0,20,10,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,whandleleads,aconcept,whandleleads,aconcept,ocreated,aconcept,aaccepted,wcompleteapplication,adenied,ocancelled,orefused,wshortenedcompletion,ocreated,ocancelled,wcallincompletefiles,apending,15.0,20,11,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,osentonlineonly,osentonlineonly,wshortenedcompletion,aconcept,adenied,ocancelled,ocreated,wshortenedcompletion,wassesspotentialfraud,ocancelled,adenied,ocreated,15.0,20,12,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aconcept,osentonlineonly,osentonlineonly,wshortenedcompletion,wcompleteapplication,adenied,ocancelled,ocreated,ocreated,wassesspotentialfraud,ocancelled,adenied,ocreated,15.0,20,13,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,wassesspotentialfraud,aconcept,osentonlineonly,wcallafteroffers,whandleleads,wcompleteapplication,osentonlineonly,ocancelled,aaccepted,wassesspotentialfraud,wvalidateapplication,ocancelled,wcallafteroffers,aincomplete,15.0,20,14,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aaccepted,wassesspotentialfraud,osentonlineonly,ocreated,wcallafteroffers,osentmailandonline,whandleleads,adenied,wcallafteroffers,aconcept,avalidating,aconcept,ocancelled,wcallafteroffers,wcallafteroffers,20.0,20,15,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,aconcept,aaccepted,ocancelled,osentmailandonline,wcallafteroffers,wcompleteapplication,aconcept,acomplete,osentonlineonly,orefused,wcallafteroffers,wcompleteapplication,20.0,20,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,wcompleteapplication,osentonlineonly,ocreated,wcallafteroffers,wshortenedcompletion,wcallafteroffers,adenied,wcallafteroffers,aconcept,avalidating,wassesspotentialfraud,adenied,wcallafteroffers,aincomplete,20.0,20,17,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,ocreateoffer,ocreateoffer,ocreateoffer,aconcept,aaccepted,ocancelled,wcompleteapplication,wcallafteroffers,ocancelled,acancelled,acomplete,osentonlineonly,osentonlineonly,wcallafteroffers,osentonlineonly,20.0,20,18,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentonlineonly,osentonlineonly,wcallafteroffers,osentmailandonline,ocancelled,wvalidateapplication,aaccepted,wassesspotentialfraud,oreturned,acomplete,wassesspotentialfraud,wassesspotentialfraud,20.0,20,19,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,aconcept,aconcept,wcompleteapplication,osentmailandonline,whandleleads,acomplete,ocancelled,adenied,osentmailandonline,wcallafteroffers,wshortenedcompletion,avalidating,wcallafteroffers,acomplete,5.0,21,0,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,osentonlineonly,osentonlineonly,ocreateoffer,osentonlineonly,wcallafteroffers,ocancelled,ocancelled,wcallafteroffers,wvalidateapplication,acancelled,oreturned,wcallafteroffers,ocreated,5.0,21,1,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wassesspotentialfraud,ocreateoffer,osentonlineonly,wshortenedcompletion,wcompleteapplication,aconcept,acancelled,wvalidateapplication,osentmailandonline,acomplete,wcallafteroffers,adenied,wcallafteroffers,osentonlineonly,5.0,21,2,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,wassesspotentialfraud,aaccepted,aconcept,ocancelled,osentonlineonly,osentonlineonly,wcompleteapplication,ocancelled,acancelled,ocancelled,ocancelled,wcallafteroffers,wassesspotentialfraud,oreturned,wcallafteroffers,acomplete,5.0,21,3,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,wassesspotentialfraud,wassesspotentialfraud,osentonlineonly,osentonlineonly,aconcept,whandleleads,acomplete,ocancelled,aconcept,acancelled,osentmailandonline,aaccepted,ocancelled,avalidating,acomplete,5.0,21,4,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aaccepted,wcompleteapplication,osentonlineonly,aconcept,osentonlineonly,ocancelled,acomplete,wcallafteroffers,acancelled,ocancelled,wcallafteroffers,avalidating,ocancelled,osentonlineonly,wcallincompletefiles,10.0,21,5,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,wcompleteapplication,wcompleteapplication,osentmailandonline,osentmailandonline,osentmailandonline,osentmailandonline,acomplete,osentonlineonly,ocancelled,wcompleteapplication,wcallafteroffers,whandleleads,ocancelled,osentmailandonline,wcallafteroffers,10.0,21,6,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wassesspotentialfraud,aconcept,wassesspotentialfraud,wassesspotentialfraud,osentonlineonly,aconcept,osentmailandonline,osentmailandonline,whandleleads,acancelled,ocreated,wcallafteroffers,wassesspotentialfraud,avalidating,wcallafteroffers,oreturned,10.0,21,7,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wcompleteapplication,osentonlineonly,osentmailandonline,wcallafteroffers,whandleleads,aaccepted,ocancelled,acancelled,ocreated,wcallafteroffers,aaccepted,ocancelled,wcallafteroffers,wcallincompletefiles,10.0,21,8,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,wcompleteapplication,wassesspotentialfraud,osentonlineonly,osentmailandonline,wcallafteroffers,acomplete,ocancelled,acancelled,ocancelled,wshortenedcompletion,acancelled,avalidating,whandleleads,oreturned,10.0,21,9,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,ocreateoffer,ocreated,osentmailandonline,osentonlineonly,osentonlineonly,ocreateoffer,aconcept,adenied,orefused,aaccepted,wcallafteroffers,acomplete,ocancelled,wassesspotentialfraud,oreturned,15.0,21,10,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,ocreateoffer,aconcept,ocreateoffer,ocancelled,osentonlineonly,ocreated,wcompleteapplication,wcompleteapplication,acomplete,osentmailandonline,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,ocreated,15.0,21,11,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,wcompleteapplication,osentmailandonline,osentonlineonly,wcallafteroffers,ocancelled,ocancelled,adenied,wvalidateapplication,ocreated,osentmailandonline,ocreated,ocancelled,wcallafteroffers,oreturned,15.0,21,12,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,wassesspotentialfraud,ocreateoffer,ocreated,aconcept,osentonlineonly,ocreateoffer,ocreateoffer,acomplete,acancelled,orefused,ocreateoffer,wcallafteroffers,acomplete,ocancelled,osentmailandonline,oreturned,15.0,21,13,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,aaccepted,wassesspotentialfraud,osentonlineonly,ocreated,aconcept,whandleleads,ocreated,adenied,osentmailandonline,osentmailandonline,wcallafteroffers,wvalidateapplication,ocancelled,wcallafteroffers,wcallafteroffers,15.0,21,14,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,aaccepted,ocreateoffer,whandleleads,osentonlineonly,osentonlineonly,wcallafteroffers,ocreateoffer,osentmailandonline,wcallafteroffers,ocreateoffer,wcompleteapplication,0,wcompleteapplication,wassesspotentialfraud,wcallafteroffers,oreturned,20.0,21,15,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,wcompleteapplication,osentonlineonly,ocreated,wcallafteroffers,wshortenedcompletion,wcallafteroffers,adenied,wcallafteroffers,aconcept,avalidating,wassesspotentialfraud,adenied,wcallafteroffers,aincomplete,20.0,21,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,wassesspotentialfraud,wassesspotentialfraud,aaccepted,ocreated,wcallafteroffers,ocreated,ocancelled,acomplete,wcallafteroffers,acomplete,wassesspotentialfraud,wshortenedcompletion,ocancelled,orefused,osentonlineonly,20.0,21,17,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aaccepted,wassesspotentialfraud,osentonlineonly,ocreated,wcallafteroffers,osentmailandonline,wcallafteroffers,adenied,wcallafteroffers,aaccepted,avalidating,wassesspotentialfraud,adenied,wcallafteroffers,osentonlineonly,20.0,21,18,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,aconcept,wcompleteapplication,ocreateoffer,ocreated,aconcept,whandleleads,acomplete,osentonlineonly,wcallafteroffers,wcompleteapplication,avalidating,ocreateoffer,ocancelled,avalidating,apending,20.0,21,19,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,whandleleads,wcompleteapplication,aaccepted,aaccepted,osentonlineonly,osentonlineonly,ocancelled,acomplete,wshortenedcompletion,aconcept,ocreateoffer,wshortenedcompletion,osentonlineonly,aaccepted,wcallafteroffers,apending,5.0,20,0,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wassesspotentialfraud,ocreateoffer,osentonlineonly,wshortenedcompletion,wcompleteapplication,aconcept,acancelled,wvalidateapplication,osentmailandonline,acomplete,wcallafteroffers,adenied,wcallafteroffers,osentonlineonly,5.0,20,1,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,aconcept,aconcept,wcompleteapplication,osentmailandonline,whandleleads,acomplete,ocancelled,adenied,osentmailandonline,wcallafteroffers,wshortenedcompletion,avalidating,wcallafteroffers,acomplete,5.0,20,2,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,wassesspotentialfraud,wassesspotentialfraud,ocreateoffer,ocreated,osentonlineonly,wcompleteapplication,aconcept,ocancelled,osentmailandonline,orefused,ocreated,acancelled,adenied,wcallafteroffers,wcallafteroffers,5.0,20,3,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,osentonlineonly,osentonlineonly,ocreateoffer,osentonlineonly,wcallafteroffers,ocancelled,ocancelled,wcallafteroffers,wvalidateapplication,acancelled,oreturned,wcallafteroffers,ocreated,5.0,20,4,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,wassesspotentialfraud,osentonlineonly,aconcept,ocreateoffer,wcompleteapplication,wcallafteroffers,ocancelled,wvalidateapplication,ocreated,wshortenedcompletion,acancelled,ocreated,wcallafteroffers,apending,10.0,20,5,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aaccepted,wcompleteapplication,osentonlineonly,aconcept,osentonlineonly,ocancelled,acomplete,wcallafteroffers,acancelled,ocancelled,wcallafteroffers,avalidating,ocancelled,osentonlineonly,wcallincompletefiles,10.0,20,6,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,ocreateoffer,ocreated,wcompleteapplication,ocreated,ocreateoffer,wcallafteroffers,wcallafteroffers,aconcept,wshortenedcompletion,wshortenedcompletion,ocancelled,whandleleads,wcompleteapplication,10.0,20,7,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,wcompleteapplication,wcompleteapplication,osentmailandonline,osentmailandonline,osentmailandonline,osentmailandonline,acomplete,osentonlineonly,ocancelled,wcompleteapplication,wcallafteroffers,whandleleads,ocancelled,osentmailandonline,wcallafteroffers,10.0,20,8,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wassesspotentialfraud,aconcept,whandleleads,ocreateoffer,osentonlineonly,wcompleteapplication,ocancelled,wcallafteroffers,ocancelled,acomplete,wcallafteroffers,wshortenedcompletion,wassesspotentialfraud,ocancelled,acomplete,acomplete,10.0,20,9,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,ocreateoffer,aconcept,ocreateoffer,ocancelled,osentonlineonly,ocreated,wcompleteapplication,wcompleteapplication,acomplete,osentmailandonline,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,ocreated,15.0,20,10,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,whandleleads,aconcept,whandleleads,aconcept,ocreated,aconcept,aaccepted,wcompleteapplication,adenied,ocancelled,orefused,wshortenedcompletion,ocreated,ocancelled,wcallincompletefiles,apending,15.0,20,11,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wassesspotentialfraud,wassesspotentialfraud,wassesspotentialfraud,ocreated,ocreated,aconcept,ocreateoffer,ocreated,wcompleteapplication,osentmailandonline,ocreateoffer,avalidating,wcallafteroffers,ocancelled,whandleleads,osentonlineonly,15.0,20,12,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,osentonlineonly,ocreateoffer,ocreateoffer,aconcept,wcompleteapplication,ocancelled,wcallafteroffers,wshortenedcompletion,acomplete,orefused,wcallincompletefiles,apending,15.0,20,13,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,whandleleads,aaccepted,ocreateoffer,aaccepted,osentonlineonly,osentmailandonline,aaccepted,ocreated,ocancelled,aconcept,wcallafteroffers,adenied,osentonlineonly,wassesspotentialfraud,osentonlineonly,wcallincompletefiles,15.0,20,14,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,aconcept,aaccepted,ocancelled,osentmailandonline,wcallafteroffers,wcompleteapplication,aconcept,acomplete,osentonlineonly,orefused,wcallafteroffers,wcompleteapplication,20.0,20,15,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,wcompleteapplication,osentonlineonly,ocreated,wcallafteroffers,wshortenedcompletion,wcallafteroffers,adenied,wcallafteroffers,aconcept,avalidating,wassesspotentialfraud,adenied,wcallafteroffers,aincomplete,20.0,20,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,aconcept,wcompleteapplication,ocreateoffer,ocreated,aconcept,whandleleads,acomplete,osentonlineonly,wcallafteroffers,wcompleteapplication,avalidating,ocreateoffer,ocancelled,avalidating,apending,20.0,20,17,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aaccepted,ocreated,osentonlineonly,aconcept,osentonlineonly,osentmailandonline,acomplete,ocancelled,acomplete,ocreated,wshortenedcompletion,acancelled,wshortenedcompletion,osentonlineonly,wcompleteapplication,20.0,20,18,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentonlineonly,osentonlineonly,wcallafteroffers,osentmailandonline,ocancelled,wvalidateapplication,aaccepted,wassesspotentialfraud,oreturned,acomplete,wassesspotentialfraud,wassesspotentialfraud,20.0,20,19,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,aconcept,aconcept,wcompleteapplication,osentmailandonline,whandleleads,acomplete,ocancelled,adenied,osentmailandonline,wcallafteroffers,wshortenedcompletion,avalidating,wcallafteroffers,acomplete,5.0,18,0,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,osentonlineonly,osentonlineonly,ocreateoffer,osentonlineonly,wcallafteroffers,ocancelled,ocancelled,wcallafteroffers,wvalidateapplication,acancelled,oreturned,wcallafteroffers,ocreated,5.0,18,1,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,ocreated,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,ocancelled,oreturned,oreturned,10.0,18,2,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,ocreated,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,ocancelled,wcallincompletefiles,oreturned,10.0,18,3,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,ocreated,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,ocancelled,osentonlineonly,osentmailandonline,10.0,18,4,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,whandleleads,ocancelled,avalidating,osentmailandonline,10.0,18,5,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,ocancelled,avalidating,osentmailandonline,10.0,18,6,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,adenied,ocancelled,whandleleads,oreturned,15.0,18,7,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocancelled,ocancelled,whandleleads,ocreated,15.0,18,8,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acancelled,ocancelled,wcallincompletefiles,ocreated,15.0,18,9,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocancelled,ocancelled,whandleleads,ocreated,15.0,18,10,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,aaccepted,osentonlineonly,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,adenied,ocancelled,whandleleads,ocreated,15.0,18,11,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,ocancelled,whandleleads,oreturned,20.0,18,12,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,adenied,ocancelled,wcallincompletefiles,oreturned,20.0,18,13,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,adenied,ocancelled,wassesspotentialfraud,oreturned,20.0,18,14,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acancelled,ocancelled,whandleleads,oreturned,20.0,18,15,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acancelled,ocancelled,wcallincompletefiles,oreturned,20.0,18,16,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,whandleleads,wcompleteapplication,aaccepted,aaccepted,osentonlineonly,osentonlineonly,ocancelled,acomplete,wshortenedcompletion,aconcept,ocreateoffer,wshortenedcompletion,osentonlineonly,aaccepted,wcallafteroffers,apending,5.0,20,0,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wassesspotentialfraud,ocreateoffer,osentonlineonly,wshortenedcompletion,wcompleteapplication,aconcept,acancelled,wvalidateapplication,osentmailandonline,acomplete,wcallafteroffers,adenied,wcallafteroffers,osentonlineonly,5.0,20,1,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,aconcept,aconcept,wcompleteapplication,osentmailandonline,whandleleads,acomplete,ocancelled,adenied,osentmailandonline,wcallafteroffers,wshortenedcompletion,avalidating,wcallafteroffers,acomplete,5.0,20,2,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,wassesspotentialfraud,wassesspotentialfraud,ocreateoffer,ocreated,osentonlineonly,wcompleteapplication,aconcept,ocancelled,osentmailandonline,orefused,ocreated,acancelled,adenied,wcallafteroffers,wcallafteroffers,5.0,20,3,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,osentonlineonly,osentonlineonly,ocreateoffer,osentonlineonly,wcallafteroffers,ocancelled,ocancelled,wcallafteroffers,wvalidateapplication,acancelled,oreturned,wcallafteroffers,ocreated,5.0,20,4,sampled_logs,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,0,ocreateoffer,0,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,0,wcallafteroffers,wcallafteroffers,wcallafteroffers,ocancelled,wcallincompletefiles,acomplete,10.0,20,5,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aaccepted,wcompleteapplication,osentonlineonly,aconcept,osentonlineonly,ocancelled,acomplete,wcallafteroffers,acancelled,ocancelled,wcallafteroffers,avalidating,ocancelled,osentonlineonly,wcallincompletefiles,10.0,20,6,sampled_logs,xgboost
