prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,prefix_26,prefix_27,prefix_28,prefix_29,prefix_30,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,ocreateoffer,wcompleteapplication,aaccepted,ocreateoffer,osentmailandonline,wshortenedcompletion,whandleleads,ocancelled,ocancelled,aconcept,ocancelled,wcallafteroffers,wcallafteroffers,adenied,wcompleteapplication,0,oreturned,acancelled,wvalidateapplication,aaccepted,acomplete,acomplete,apending,avalidating,avalidating,15.0,18,10,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,ocreateoffer,wcompleteapplication,aaccepted,ocreateoffer,osentmailandonline,wassesspotentialfraud,ocancelled,adenied,ocancelled,aconcept,ocancelled,wcallafteroffers,wcallafteroffers,avalidating,wcompleteapplication,0,avalidating,adenied,wvalidateapplication,aaccepted,acomplete,apending,apending,avalidating,avalidating,15.0,18,11,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,aconcept,aaccepted,ocreateoffer,osentmailandonline,ocreated,ocreateoffer,ocreated,acancelled,wshortenedcompletion,ocancelled,wcallafteroffers,wcallafteroffers,avalidating,wcompleteapplication,0,wassesspotentialfraud,ocreated,wvalidateapplication,oaccepted,acomplete,apending,apending,wcallafteroffers,oreturned,15.0,18,12,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,ocreateoffer,wshortenedcompletion,wcompleteapplication,ocreated,ocreated,acomplete,wcallafteroffers,aconcept,osentonlineonly,osentonlineonly,wshortenedcompletion,ocancelled,wcallafteroffers,apending,aconcept,oreturned,aincomplete,wassesspotentialfraud,oaccepted,apending,acomplete,aincomplete,0,wcompleteapplication,20.0,18,13,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,ocreateoffer,aaccepted,aconcept,wcompleteapplication,osentmailandonline,ocreated,wcallafteroffers,aaccepted,aaccepted,wcallafteroffers,wcallafteroffers,orefused,oaccepted,acancelled,avalidating,wassesspotentialfraud,adenied,apending,wcallincompletefiles,wcallincompletefiles,aincomplete,avalidating,oaccepted,oaccepted,20.0,18,14,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,aaccepted,osentonlineonly,osentonlineonly,wcompleteapplication,ocancelled,acancelled,aaccepted,wshortenedcompletion,wcallafteroffers,wcallafteroffers,wcompleteapplication,wcallafteroffers,wvalidateapplication,0,wshortenedcompletion,acomplete,oaccepted,orefused,aincomplete,avalidating,orefused,wassesspotentialfraud,acomplete,20.0,18,15,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,wcompleteapplication,aaccepted,osentmailandonline,osentmailandonline,ocreateoffer,ocancelled,wcallafteroffers,wvalidateapplication,whandleleads,wcallafteroffers,ocreateoffer,0,ocancelled,acancelled,whandleleads,wcallafteroffers,wcallincompletefiles,apending,wcallincompletefiles,wcallincompletefiles,avalidating,apending,osentonlineonly,oaccepted,20.0,18,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aconcept,wcompleteapplication,ocreateoffer,ocreateoffer,osentmailandonline,wcompleteapplication,aaccepted,wcompleteapplication,ocancelled,wshortenedcompletion,whandleleads,wcallafteroffers,wcallincompletefiles,oaccepted,acancelled,aconcept,ocreated,wvalidateapplication,avalidating,acomplete,0,avalidating,acomplete,wassesspotentialfraud,oaccepted,20.0,18,17,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,aaccepted,osentmailandonline,osentmailandonline,wcallafteroffers,wcallafteroffers,wcompleteapplication,whandleleads,wcallafteroffers,wvalidateapplication,wcallafteroffers,acomplete,0,oreturned,wcallincompletefiles,aconcept,orefused,osentonlineonly,ocreated,0,wassesspotentialfraud,aincomplete,aincomplete,adenied,wcallafteroffers,5.0,21,0,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,aconcept,osentmailandonline,osentonlineonly,wcallafteroffers,wcallafteroffers,acomplete,ocancelled,adenied,wvalidateapplication,wcallafteroffers,ocreateoffer,0,oreturned,wassesspotentialfraud,aconcept,oreturned,apending,ocreated,0,wassesspotentialfraud,wassesspotentialfraud,apending,avalidating,avalidating,5.0,21,1,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,aaccepted,aaccepted,aconcept,osentmailandonline,osentmailandonline,wcallafteroffers,wcompleteapplication,whandleleads,wcallafteroffers,acancelled,wcallafteroffers,acomplete,aaccepted,oaccepted,wcallincompletefiles,aconcept,avalidating,osentonlineonly,ocreated,0,wassesspotentialfraud,aincomplete,aincomplete,avalidating,acomplete,5.0,21,2,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,aaccepted,osentmailandonline,aaccepted,wcallafteroffers,osentmailandonline,aconcept,acancelled,adenied,acancelled,wcallafteroffers,wcallafteroffers,0,wcallincompletefiles,oaccepted,aconcept,oreturned,apending,oreturned,acancelled,wcallincompletefiles,oaccepted,wvalidateapplication,adenied,aincomplete,5.0,21,3,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,whandleleads,osentmailandonline,osentonlineonly,wcallafteroffers,wcallafteroffers,wcompleteapplication,osentmailandonline,adenied,wcompleteapplication,wcallafteroffers,wcallafteroffers,0,ocreateoffer,wcallincompletefiles,aconcept,oreturned,oaccepted,ocreated,acancelled,orefused,aincomplete,aincomplete,ocreateoffer,wcallafteroffers,5.0,21,4,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreateoffer,aaccepted,aaccepted,ocreated,aaccepted,whandleleads,wcallafteroffers,acomplete,wcompleteapplication,adenied,osentonlineonly,adenied,wcallafteroffers,ocreated,oaccepted,wcallafteroffers,oreturned,wassesspotentialfraud,aincomplete,oaccepted,osentonlineonly,0,0,oaccepted,10.0,21,5,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wassesspotentialfraud,osentonlineonly,wassesspotentialfraud,ocreated,aaccepted,wcallafteroffers,wcallafteroffers,wvalidateapplication,wvalidateapplication,wcompleteapplication,wcallafteroffers,wcompleteapplication,whandleleads,oreturned,ocreated,whandleleads,aaccepted,wvalidateapplication,osentonlineonly,apending,aincomplete,0,avalidating,oaccepted,10.0,21,6,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,ocreateoffer,ocreateoffer,osentonlineonly,wcompleteapplication,osentmailandonline,wcallafteroffers,ocreated,ocreateoffer,wcallafteroffers,aconcept,acancelled,osentonlineonly,avalidating,ocreateoffer,0,oaccepted,wcallafteroffers,wcompleteapplication,wvalidateapplication,oreturned,apending,acancelled,0,adenied,oaccepted,10.0,21,7,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wcompleteapplication,osentonlineonly,aaccepted,ocreated,whandleleads,whandleleads,wcallafteroffers,wvalidateapplication,osentonlineonly,wcompleteapplication,osentonlineonly,wshortenedcompletion,wcallafteroffers,0,oaccepted,wcallafteroffers,aincomplete,wvalidateapplication,ocreateoffer,oaccepted,whandleleads,0,aincomplete,oaccepted,10.0,21,8,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,whandleleads,ocreated,osentonlineonly,aaccepted,aaccepted,aconcept,wassesspotentialfraud,wcallafteroffers,wvalidateapplication,orefused,wcompleteapplication,0,wshortenedcompletion,wcallafteroffers,aaccepted,oaccepted,oaccepted,aincomplete,wvalidateapplication,ocreateoffer,oaccepted,whandleleads,0,apending,avalidating,10.0,21,9,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,wcompleteapplication,aconcept,ocreateoffer,ocreated,wcallafteroffers,wshortenedcompletion,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,oreturned,ocreateoffer,ocreated,apending,ocreateoffer,acancelled,acancelled,orefused,avalidating,wcallafteroffers,wvalidateapplication,orefused,apending,15.0,21,10,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,osentmailandonline,wassesspotentialfraud,wassesspotentialfraud,ocreated,wcompleteapplication,osentonlineonly,osentmailandonline,acomplete,wcallafteroffers,oreturned,adenied,oreturned,oreturned,acancelled,wshortenedcompletion,apending,wvalidateapplication,acancelled,0,acancelled,acomplete,wcompleteapplication,acancelled,15.0,21,11,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wassesspotentialfraud,ocreateoffer,aaccepted,wassesspotentialfraud,wcompleteapplication,osentonlineonly,wcompleteapplication,acomplete,acomplete,wshortenedcompletion,wcallafteroffers,oreturned,wcompleteapplication,osentmailandonline,wvalidateapplication,apending,avalidating,0,wvalidateapplication,ocancelled,oreturned,acancelled,0,wcompleteapplication,wcallafteroffers,15.0,21,12,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,ocreateoffer,wcompleteapplication,aaccepted,ocreateoffer,osentmailandonline,wassesspotentialfraud,ocancelled,adenied,ocancelled,aconcept,ocancelled,wcallafteroffers,wcallafteroffers,avalidating,wcompleteapplication,0,avalidating,adenied,wvalidateapplication,aaccepted,acomplete,apending,apending,avalidating,avalidating,15.0,21,13,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,whandleleads,ocreateoffer,wcompleteapplication,aaccepted,ocreateoffer,osentmailandonline,osentmailandonline,ocancelled,osentonlineonly,ocancelled,aaccepted,adenied,wcallafteroffers,wcompleteapplication,avalidating,wcompleteapplication,wcallincompletefiles,orefused,avalidating,wvalidateapplication,orefused,oaccepted,wcallafteroffers,apending,avalidating,oaccepted,15.0,21,14,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wcompleteapplication,ocreateoffer,wcompleteapplication,wassesspotentialfraud,aconcept,wcompleteapplication,wcallafteroffers,acomplete,wshortenedcompletion,wcallafteroffers,ocreated,adenied,wcompleteapplication,wcallafteroffers,wcallincompletefiles,acomplete,oaccepted,wvalidateapplication,oaccepted,wcallincompletefiles,aincomplete,0,ocreateoffer,0,20.0,21,15,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,aaccepted,aconcept,ocreated,wcompleteapplication,wcallafteroffers,osentonlineonly,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentonlineonly,wcallafteroffers,ocreateoffer,adenied,wcallafteroffers,acancelled,wcallincompletefiles,whandleleads,aincomplete,0,apending,0,wassesspotentialfraud,0,0,wcallincompletefiles,20.0,21,16,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aconcept,osentmailandonline,ocancelled,wcompleteapplication,osentmailandonline,wcompleteapplication,osentmailandonline,wcallafteroffers,osentmailandonline,wcallafteroffers,aconcept,osentonlineonly,wcallincompletefiles,aincomplete,adenied,adenied,avalidating,acomplete,osentonlineonly,0,avalidating,0,adenied,0,20.0,21,17,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,wassesspotentialfraud,aconcept,ocreated,ocancelled,wcallafteroffers,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentonlineonly,wcallafteroffers,adenied,adenied,wcallafteroffers,ocreateoffer,wcallincompletefiles,osentmailandonline,avalidating,acomplete,osentonlineonly,0,avalidating,0,adenied,wcallincompletefiles,20.0,21,18,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,aconcept,ocreated,wcompleteapplication,wcallafteroffers,osentonlineonly,wcompleteapplication,wcallafteroffers,ocreateoffer,osentonlineonly,wcallafteroffers,adenied,adenied,wcallafteroffers,ocreateoffer,wcallincompletefiles,whandleleads,aincomplete,acomplete,ocreated,0,wcompleteapplication,0,0,wcallincompletefiles,20.0,21,19,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,ocreated,ocreateoffer,wassesspotentialfraud,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,orefused,avalidating,orefused,oaccepted,aaccepted,0,oaccepted,oaccepted,adenied,oaccepted,wvalidateapplication,avalidating,5.0,20,0,sampled_logs,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,0,ocreateoffer,0,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,adenied,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,osentmailandonline,aaccepted,wshortenedcompletion,oaccepted,wvalidateapplication,oaccepted,acancelled,ocreated,aincomplete,aincomplete,apending,5.0,20,1,sampled_logs,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,whandleleads,ocreateoffer,ocancelled,whandleleads,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,0,acancelled,orefused,wvalidateapplication,wvalidateapplication,wvalidateapplication,oaccepted,oaccepted,acancelled,oaccepted,wassesspotentialfraud,aincomplete,5.0,20,2,sampled_logs,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocancelled,whandleleads,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocreated,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,orefused,wvalidateapplication,0,apending,oaccepted,wvalidateapplication,aincomplete,acancelled,ocreated,wcallincompletefiles,oaccepted,wcallincompletefiles,5.0,20,3,sampled_logs,xgboost
acreateapplication,0,0,0,wcompleteapplication,aconcept,whandleleads,ocreateoffer,0,acancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,aaccepted,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,oreturned,aincomplete,wcallincompletefiles,aincomplete,apending,wcallincompletefiles,oaccepted,wvalidateapplication,ocancelled,wassesspotentialfraud,apending,5.0,20,4,sampled_logs,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,acancelled,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallincompletefiles,wassesspotentialfraud,avalidating,oreturned,adenied,wcallincompletefiles,oaccepted,avalidating,aaccepted,ocancelled,0,10.0,20,5,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,whandleleads,ocreateoffer,osentmailandonline,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,wvalidateapplication,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,oaccepted,0,aaccepted,ocancelled,avalidating,0,oaccepted,apending,avalidating,oaccepted,oreturned,wvalidateapplication,10.0,20,6,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,0,ocreateoffer,aaccepted,osentonlineonly,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,oaccepted,0,ocancelled,whandleleads,oaccepted,avalidating,orefused,oaccepted,wvalidateapplication,wcallincompletefiles,adenied,apending,10.0,20,7,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,whandleleads,ocreateoffer,aaccepted,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,wvalidateapplication,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,oaccepted,0,orefused,apending,avalidating,adenied,aincomplete,apending,avalidating,oaccepted,0,oaccepted,10.0,20,8,sampled_logs,xgboost
acreateapplication,0,whandleleads,0,wcompleteapplication,aconcept,aaccepted,ocreateoffer,acancelled,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,apending,apending,wvalidateapplication,osentonlineonly,aincomplete,oaccepted,oaccepted,avalidating,avalidating,adenied,ocancelled,10.0,20,9,sampled_logs,xgboost
acreateapplication,asubmitted,0,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,acancelled,wshortenedcompletion,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,orefused,wvalidateapplication,osentonlineonly,acancelled,apending,wcallincompletefiles,avalidating,apending,acancelled,apending,aincomplete,0,15.0,20,10,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,whandleleads,ocreateoffer,whandleleads,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,orefused,apending,adenied,aincomplete,wvalidateapplication,0,oaccepted,orefused,orefused,oaccepted,aincomplete,acancelled,15.0,20,11,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,whandleleads,ocreateoffer,acancelled,wshortenedcompletion,wcompleteapplication,wcallafteroffers,wcallafteroffers,whandleleads,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wshortenedcompletion,aincomplete,ocancelled,adenied,oaccepted,0,oaccepted,0,orefused,wcallincompletefiles,aincomplete,0,15.0,20,12,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,whandleleads,ocreateoffer,0,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,acomplete,aaccepted,0,ocancelled,wvalidateapplication,apending,aincomplete,oaccepted,ocancelled,0,aincomplete,acancelled,15.0,20,13,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreated,ocreateoffer,ocreated,wshortenedcompletion,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,wshortenedcompletion,osentonlineonly,oaccepted,adenied,wassesspotentialfraud,adenied,orefused,apending,oaccepted,wcallincompletefiles,adenied,apending,15.0,20,14,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentmailandonline,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,whandleleads,apending,aincomplete,oreturned,oaccepted,ocancelled,oaccepted,apending,acomplete,aincomplete,0,wcallincompletefiles,20.0,20,15,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,wshortenedcompletion,ocreateoffer,osentonlineonly,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,0,osentonlineonly,oaccepted,wcallincompletefiles,aaccepted,adenied,0,avalidating,adenied,0,0,avalidating,20.0,20,16,sampled_logs,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,0,acancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,acancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,aaccepted,wcallincompletefiles,avalidating,wvalidateapplication,wvalidateapplication,ocreated,apending,wcallincompletefiles,wvalidateapplication,ocancelled,wvalidateapplication,20.0,20,17,sampled_logs,xgboost
acreateapplication,0,0,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,aaccepted,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,oreturned,wvalidateapplication,aincomplete,avalidating,osentmailandonline,wvalidateapplication,whandleleads,wvalidateapplication,ocancelled,avalidating,aaccepted,wvalidateapplication,20.0,20,18,sampled_logs,xgboost
acreateapplication,0,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,osentmailandonline,ocreated,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,whandleleads,avalidating,aincomplete,orefused,oaccepted,ocancelled,0,whandleleads,wvalidateapplication,ocreated,orefused,wcallincompletefiles,20.0,20,19,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,whandleleads,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,osentmailandonline,ocancelled,aaccepted,acomplete,aincomplete,oreturned,oreturned,acancelled,oaccepted,apending,acomplete,0,oreturned,0,5.0,21,0,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,ocreated,0,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,aaccepted,acomplete,avalidating,adenied,aincomplete,avalidating,ocancelled,wvalidateapplication,ocancelled,adenied,apending,0,aincomplete,0,5.0,21,1,sampled_logs,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,0,ocreateoffer,aaccepted,aaccepted,wcompleteapplication,wcallafteroffers,wcallafteroffers,ocancelled,wcallafteroffers,wcallafteroffers,wcallafteroffers,wcallafteroffers,0,osentonlineonly,orefused,oaccepted,aincomplete,adenied,oaccepted,wvalidateapplication,ocancelled,adenied,acomplete,0,aincomplete,0,5.0,21,2,sampled_logs,xgboost
