prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,desired_cfs,idx,test_id,dataset,black_box
register,lowinsurancecheck,lowmedicalhistory,contacthospital,rejectclaim,preparenotificationcontent,sendnotificationbyphone,sendquestionnaire,preparenotificationcontent,archive,receivequestionnaireresponse,sendnotificationbyemail,0,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,preparenotificationcontent,sendquestionnaire,0,archive,0,0,sendnotificationbyemail,0,10.0,20,7,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,highmedicalhistory,0,sendquestionnaire,sendnotificationbypost,0,skipquestionnaire,sendnotificationbypost,0,10.0,20,8,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,0,sendquestionnaire,sendnotificationbypost,0,0,sendnotificationbyemail,0,10.0,20,9,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,sendnotificationbyphone,skipquestionnaire,sendquestionnaire,0,skipquestionnaire,0,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,0,0,sendnotificationbypost,sendquestionnaire,sendnotificationbyemail,receivequestionnaireresponse,0,15.0,20,11,synthetic_data,xgboost
register,createquestionnaire,0,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,preparenotificationcontent,sendnotificationbyphone,skipquestionnaire,sendnotificationbypost,0,15.0,20,12,synthetic_data,xgboost
register,lowinsurancecheck,0,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,0,sendnotificationbyemail,sendnotificationbyphone,0,0,15.0,20,13,synthetic_data,xgboost
register,createquestionnaire,sendquestionnaire,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,skipquestionnaire,sendnotificationbyemail,sendnotificationbyphone,sendnotificationbyphone,0,15.0,20,14,synthetic_data,xgboost
register,0,createquestionnaire,contacthospital,rejectclaim,createquestionnaire,0,sendnotificationbyphone,0,sendnotificationbyemail,sendnotificationbypost,archive,0,20.0,20,15,synthetic_data,xgboost
register,lowinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,preparenotificationcontent,createquestionnaire,sendquestionnaire,0,archive,0,20.0,20,16,synthetic_data,xgboost
register,0,0,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,receivequestionnaireresponse,sendnotificationbyphone,0,0,sendnotificationbyemail,0,20.0,20,17,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,highmedicalhistory,sendnotificationbyemail,preparenotificationcontent,sendnotificationbyphone,archive,archive,archive,0,20.0,20,18,synthetic_data,xgboost
register,0,0,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,skipquestionnaire,sendnotificationbypost,sendnotificationbyemail,receivequestionnaireresponse,0,0,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,0,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,1,synthetic_data,xgboost
0,lowinsurancecheck,0,rejectclaim,createquestionnaire,preparenotificationcontent,0,receivequestionnaireresponse,archive,0,0,0,0,5.0,20,2,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,3,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,20,4,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,20,5,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,20,6,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,0,archive,0,0,0,0,10.0,20,7,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,0,receivequestionnaireresponse,receivequestionnaireresponse,0,0,0,10.0,20,8,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,15.0,20,9,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,20,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,20,11,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,20,12,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,preparenotificationcontent,sendnotificationbyphone,preparenotificationcontent,sendnotificationbyemail,0,receivequestionnaireresponse,0,15.0,20,13,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,20.0,20,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,20.0,20,15,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,20.0,20,16,synthetic_data,xgboost
register,createquestionnaire,sendquestionnaire,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,0,createquestionnaire,0,0,0,20.0,20,17,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,20.0,20,18,synthetic_data,xgboost
register,highmedicalhistory,sendquestionnaire,highinsurancecheck,lowinsurancecheck,rejectclaim,acceptclaim,sendnotificationbypost,archive,sendnotificationbyphone,sendquestionnaire,archive,0,5.0,20,0,synthetic_data,xgboost
register,lowmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,rejectclaim,sendquestionnaire,acceptclaim,sendnotificationbyemail,sendnotificationbyphone,sendnotificationbypost,sendnotificationbyphone,archive,5.0,20,1,synthetic_data,xgboost
register,lowinsurancecheck,highmedicalhistory,lowinsurancecheck,preparenotificationcontent,createquestionnaire,receivequestionnaireresponse,createquestionnaire,sendnotificationbyemail,sendnotificationbyemail,sendquestionnaire,sendnotificationbypost,0,5.0,20,2,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,3,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,createquestionnaire,rejectclaim,preparenotificationcontent,sendnotificationbyemail,sendquestionnaire,sendnotificationbypost,receivequestionnaireresponse,skipquestionnaire,sendnotificationbyemail,0,10.0,20,5,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,lowmedicalhistory,createquestionnaire,acceptclaim,contacthospital,acceptclaim,sendquestionnaire,sendnotificationbyemail,0,sendnotificationbyemail,0,10.0,20,6,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,10.0,20,7,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,0,0,10.0,20,8,synthetic_data,xgboost
