prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,desired_cfs,idx,test_id,dataset,black_box
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbypost,10.0,20,5,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,10.0,20,7,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,10.0,20,8,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyemail,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbyphone,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,15.0,20,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbyphone,15.0,20,12,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,15.0,20,13,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbyphone,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbypost,20.0,20,17,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,20.0,20,18,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,5.0,21,0,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,5.0,21,1,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,5.0,21,2,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyemail,5.0,21,3,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,5.0,21,4,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,10.0,21,5,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,10.0,21,6,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyemail,10.0,21,7,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,10.0,21,8,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,10.0,21,9,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,15.0,21,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,rejectclaim,sendnotificationbyemail,acceptclaim,receivequestionnaireresponse,createquestionnaire,15.0,21,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbyphone,15.0,21,12,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,15.0,21,13,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,15.0,21,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,20.0,21,15,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,20.0,21,16,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,sendnotificationbyemail,20.0,21,17,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,preparenotificationcontent,receivequestionnaireresponse,20.0,21,18,synthetic_data,xgboost
register,createquestionnaire,highmedicalhistory,acceptclaim,rejectclaim,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,sendquestionnaire,20.0,21,19,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,5.0,20,0,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,5.0,20,1,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyemail,5.0,20,2,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,5.0,20,3,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,10.0,20,5,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbypost,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,10.0,20,7,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyemail,10.0,20,8,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbyphone,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbyphone,15.0,20,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,15.0,20,12,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,15.0,20,13,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbyphone,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,20.0,20,17,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,20.0,20,18,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbypost,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,5.0,21,0,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,5.0,21,1,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,5.0,21,2,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyemail,5.0,21,3,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,5.0,21,4,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,10.0,21,5,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbypost,10.0,21,6,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyemail,10.0,21,7,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,10.0,21,8,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,10.0,21,9,synthetic_data,xgboost
