prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,desired_cfs,idx,test_id,dataset,black_box
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,highmedicalhistory,preparenotificationcontent,20.0,20,17,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbypost,20.0,20,18,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,0,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,createquestionnaire,receivequestionnaireresponse,5.0,21,1,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,highmedicalhistory,createquestionnaire,sendnotificationbypost,5.0,21,2,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,5.0,21,3,synthetic_data,xgboost
register,lowinsurancecheck,createquestionnaire,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,4,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,5,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,10.0,21,6,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,21,7,synthetic_data,xgboost
register,lowinsurancecheck,createquestionnaire,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,8,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,10.0,21,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,10,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,11,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,12,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,13,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,15,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,16,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,highmedicalhistory,sendquestionnaire,20.0,21,17,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,rejectclaim,lowinsurancecheck,preparenotificationcontent,sendquestionnaire,20.0,21,18,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,19,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,5.0,20,0,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,5.0,20,1,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,5.0,20,2,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,5.0,20,3,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,receivequestionnaireresponse,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,contacthospital,rejectclaim,createquestionnaire,0,10.0,20,5,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,sendnotificationbyemail,0,10.0,20,7,synthetic_data,xgboost
register,highmedicalhistory,sendquestionnaire,contacthospital,rejectclaim,preparenotificationcontent,preparenotificationcontent,10.0,20,8,synthetic_data,xgboost
register,0,createquestionnaire,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,15.0,20,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,20,12,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbypost,15.0,20,13,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,createquestionnaire,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,20.0,20,16,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,createquestionnaire,20.0,20,17,synthetic_data,xgboost
register,highmedicalhistory,0,contacthospital,rejectclaim,createquestionnaire,0,20.0,20,18,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,0,synthetic_data,xgboost
register,lowinsurancecheck,createquestionnaire,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,1,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,highinsurancecheck,createquestionnaire,sendnotificationbyemail,5.0,21,2,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyemail,5.0,21,3,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,receivequestionnaireresponse,highinsurancecheck,createquestionnaire,sendnotificationbyphone,5.0,21,4,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,21,5,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,10.0,21,6,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,sendnotificationbyemail,sendnotificationbypost,10.0,21,7,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,rejectclaim,createquestionnaire,preparenotificationcontent,0,10.0,21,8,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,21,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,11,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,12,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,21,13,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,createquestionnaire,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,15,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,16,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,highmedicalhistory,sendquestionnaire,20.0,21,17,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,18,synthetic_data,xgboost
register,0,highinsurancecheck,lowmedicalhistory,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,19,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,receivequestionnaireresponse,highinsurancecheck,createquestionnaire,sendnotificationbyphone,5.0,20,0,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,createquestionnaire,rejectclaim,preparenotificationcontent,sendnotificationbyphone,5.0,20,1,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,highinsurancecheck,createquestionnaire,createquestionnaire,sendnotificationbyphone,5.0,20,2,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,contacthospital,rejectclaim,highmedicalhistory,sendnotificationbyphone,5.0,20,3,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,20,4,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,5,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,acceptclaim,highmedicalhistory,sendnotificationbyemail,sendnotificationbyphone,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,highmedicalhistory,highinsurancecheck,createquestionnaire,sendnotificationbyemail,10.0,20,7,synthetic_data,xgboost
register,lowinsurancecheck,highinsurancecheck,highinsurancecheck,lowinsurancecheck,createquestionnaire,receivequestionnaireresponse,10.0,20,8,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,sendquestionnaire,rejectclaim,createquestionnaire,sendnotificationbyemail,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,20,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,createquestionnaire,15.0,20,12,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,13,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,preparenotificationcontent,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,sendnotificationbypost,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,createquestionnaire,20.0,20,17,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,18,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,0,synthetic_data,xgboost
register,lowinsurancecheck,createquestionnaire,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,1,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,receivequestionnaireresponse,highinsurancecheck,createquestionnaire,sendnotificationbyphone,5.0,21,2,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyemail,5.0,21,3,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,5.0,21,4,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,21,5,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,10.0,21,6,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,21,7,synthetic_data,xgboost
register,lowinsurancecheck,createquestionnaire,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,21,8,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,10.0,21,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,11,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,12,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,21,13,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,createquestionnaire,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,15,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,highmedicalhistory,sendquestionnaire,20.0,21,16,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,17,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,20.0,21,18,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,20.0,21,19,synthetic_data,xgboost
