prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,desired_cfs,idx,test_id,dataset,black_box
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,skipquestionnaire,archive,archive,0,5.0,20,3,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyemail,sendquestionnaire,archive,sendnotificationbyphone,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,10.0,20,5,synthetic_data,xgboost
register,lowmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,preparenotificationcontent,sendquestionnaire,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,10.0,20,7,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,highmedicalhistory,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,sendnotificationbyphone,10.0,20,8,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,preparenotificationcontent,sendnotificationbyphone,receivequestionnaireresponse,sendnotificationbyphone,0,receivequestionnaireresponse,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,receivequestionnaireresponse,skipquestionnaire,sendnotificationbyemail,archive,15.0,20,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,15.0,20,12,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,15.0,20,13,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,archive,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,sendnotificationbyphone,sendnotificationbyphone,0,sendquestionnaire,20.0,20,16,synthetic_data,xgboost
0,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,createquestionnaire,preparenotificationcontent,createquestionnaire,sendnotificationbypost,20.0,20,17,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,preparenotificationcontent,receivequestionnaireresponse,sendnotificationbyemail,20.0,20,18,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,receivequestionnaireresponse,sendquestionnaire,sendnotificationbyemail,0,20.0,20,19,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,5.0,21,0,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,5.0,21,1,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,skipquestionnaire,archive,archive,0,5.0,21,2,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,archive,0,5.0,21,3,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,sendnotificationbyphone,0,5.0,21,4,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,10.0,21,5,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,10.0,21,6,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,10.0,21,7,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,preparenotificationcontent,sendquestionnaire,sendnotificationbyphone,archive,0,0,10.0,21,8,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,rejectclaim,highmedicalhistory,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,receivequestionnaireresponse,0,archive,10.0,21,9,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,11,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,12,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,13,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,20.0,21,15,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,20.0,21,16,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,20.0,21,17,synthetic_data,xgboost
register,highinsurancecheck,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbypost,archive,0,0,20.0,21,18,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,20.0,21,19,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,5.0,20,0,synthetic_data,xgboost
register,highinsurancecheck,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,0,receivequestionnaireresponse,sendnotificationbypost,archive,5.0,20,1,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,contacthospital,rejectclaim,preparenotificationcontent,receivequestionnaireresponse,sendquestionnaire,receivequestionnaireresponse,archive,receivequestionnaireresponse,5.0,20,2,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,contacthospital,rejectclaim,preparenotificationcontent,receivequestionnaireresponse,sendquestionnaire,preparenotificationcontent,archive,0,5.0,20,3,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,sendnotificationbyemail,0,receivequestionnaireresponse,archive,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,10.0,20,5,synthetic_data,xgboost
register,lowinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,receivequestionnaireresponse,sendnotificationbyemail,0,0,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,preparenotificationcontent,0,receivequestionnaireresponse,sendquestionnaire,receivequestionnaireresponse,10.0,20,7,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,0,receivequestionnaireresponse,10.0,20,8,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,sendnotificationbyphone,sendquestionnaire,0,archive,0,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,0,preparenotificationcontent,sendnotificationbyemail,sendquestionnaire,15.0,20,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,sendnotificationbyphone,15.0,20,12,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,15.0,20,13,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,20.0,20,15,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendnotificationbyemail,receivequestionnaireresponse,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,0,receivequestionnaireresponse,receivequestionnaireresponse,0,20.0,20,17,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,0,sendquestionnaire,receivequestionnaireresponse,20.0,20,18,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,0,sendnotificationbypost,sendnotificationbyemail,skipquestionnaire,20.0,20,19,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,5.0,21,0,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,5.0,21,1,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,rejectclaim,highinsurancecheck,preparenotificationcontent,0,sendquestionnaire,archive,0,0,5.0,21,2,synthetic_data,xgboost
register,0,lowinsurancecheck,receivequestionnaireresponse,0,preparenotificationcontent,sendquestionnaire,0,receivequestionnaireresponse,0,0,5.0,21,3,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,5.0,21,4,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,10.0,21,5,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,10.0,21,6,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,10.0,21,7,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,10.0,21,8,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,rejectclaim,highinsurancecheck,preparenotificationcontent,receivequestionnaireresponse,receivequestionnaireresponse,preparenotificationcontent,0,0,10.0,21,9,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,11,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,12,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,13,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,20.0,21,15,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,20.0,21,16,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,20.0,21,17,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,20.0,21,18,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,archive,0,0,20.0,21,19,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,5.0,20,0,synthetic_data,xgboost
register,highinsurancecheck,sendquestionnaire,receivequestionnaireresponse,lowmedicalhistory,createquestionnaire,sendnotificationbypost,sendnotificationbyemail,sendnotificationbyphone,sendnotificationbypost,archive,5.0,20,1,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,2,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,5.0,20,3,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,createquestionnaire,preparenotificationcontent,rejectclaim,sendquestionnaire,createquestionnaire,sendnotificationbyemail,skipquestionnaire,sendnotificationbyphone,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,10.0,20,5,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendnotificationbyphone,sendquestionnaire,10.0,20,6,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,preparenotificationcontent,createquestionnaire,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,10.0,20,7,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,preparenotificationcontent,createquestionnaire,sendnotificationbyphone,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,10.0,20,8,synthetic_data,xgboost
register,highmedicalhistory,sendquestionnaire,acceptclaim,highinsurancecheck,createquestionnaire,sendquestionnaire,acceptclaim,sendnotificationbypost,createquestionnaire,0,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,15.0,20,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,archive,15.0,20,12,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,15.0,20,13,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,15.0,20,14,synthetic_data,xgboost
