prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,desired_cfs,idx,test_id,dataset,black_box
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,receivequestionnaireresponse,0,archive,0,10.0,20,7,synthetic_data,xgboost
0,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbyphone,receivequestionnaireresponse,receivequestionnaireresponse,0,0,10.0,20,8,synthetic_data,xgboost
0,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendquestionnaire,sendnotificationbypost,sendnotificationbyemail,archive,0,10.0,20,9,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,sendquestionnaire,receivequestionnaireresponse,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,20,10,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,sendquestionnaire,receivequestionnaireresponse,skipquestionnaire,receivequestionnaireresponse,archive,0,15.0,20,11,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,receivequestionnaireresponse,preparenotificationcontent,skipquestionnaire,sendquestionnaire,archive,0,15.0,20,12,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,sendquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,archive,archive,15.0,20,13,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbypost,sendnotificationbyphone,preparenotificationcontent,skipquestionnaire,sendnotificationbypost,archive,0,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,sendquestionnaire,sendnotificationbyphone,skipquestionnaire,sendnotificationbypost,archive,archive,20.0,20,15,synthetic_data,xgboost
0,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,sendnotificationbyemail,archive,sendnotificationbyemail,0,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,preparenotificationcontent,skipquestionnaire,receivequestionnaireresponse,sendnotificationbyemail,0,20.0,20,17,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbypost,sendquestionnaire,sendnotificationbyphone,sendnotificationbypost,sendnotificationbypost,0,0,20.0,20,18,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,sendnotificationbyemail,0,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,21,0,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,21,1,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,21,2,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbyemail,receivequestionnaireresponse,sendnotificationbyphone,archive,0,0,5.0,21,3,synthetic_data,xgboost
0,0,0,rejectclaim,createquestionnaire,sendnotificationbyemail,0,receivequestionnaireresponse,sendquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,5.0,21,4,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,21,5,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,21,6,synthetic_data,xgboost
register,highinsurancecheck,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendquestionnaire,preparenotificationcontent,archive,0,skipquestionnaire,0,10.0,21,7,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,21,8,synthetic_data,xgboost
register,0,0,rejectclaim,createquestionnaire,highinsurancecheck,sendquestionnaire,skipquestionnaire,preparenotificationcontent,sendnotificationbyphone,0,archive,0,10.0,21,9,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,21,11,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,21,12,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,21,13,synthetic_data,xgboost
register,0,0,rejectclaim,createquestionnaire,highinsurancecheck,sendquestionnaire,receivequestionnaireresponse,sendquestionnaire,0,sendnotificationbyphone,receivequestionnaireresponse,0,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,20.0,21,15,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,20.0,21,16,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,skipquestionnaire,sendnotificationbypost,sendnotificationbyemail,0,20.0,21,17,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,20.0,21,18,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,20.0,21,19,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,sendquestionnaire,sendquestionnaire,sendnotificationbypost,receivequestionnaireresponse,receivequestionnaireresponse,0,5.0,20,0,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,0,sendquestionnaire,sendnotificationbypost,receivequestionnaireresponse,skipquestionnaire,0,5.0,20,1,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,createquestionnaire,0,0,archive,sendnotificationbyphone,sendquestionnaire,archive,0,5.0,20,2,synthetic_data,xgboost
0,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,0,sendquestionnaire,sendnotificationbypost,receivequestionnaireresponse,skipquestionnaire,0,5.0,20,3,synthetic_data,xgboost
0,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,0,sendquestionnaire,sendnotificationbypost,archive,skipquestionnaire,0,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,createquestionnaire,0,sendquestionnaire,preparenotificationcontent,receivequestionnaireresponse,0,sendnotificationbypost,0,10.0,20,5,synthetic_data,xgboost
register,lowinsurancecheck,sendquestionnaire,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,0,skipquestionnaire,sendnotificationbypost,0,0,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,0,archive,skipquestionnaire,0,0,0,10.0,20,7,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,createquestionnaire,0,0,sendnotificationbypost,sendnotificationbypost,sendnotificationbyphone,0,0,10.0,20,8,synthetic_data,xgboost
register,highmedicalhistory,0,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,sendquestionnaire,sendquestionnaire,receivequestionnaireresponse,0,0,0,10.0,20,9,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,receivequestionnaireresponse,preparenotificationcontent,0,0,receivequestionnaireresponse,0,15.0,20,10,synthetic_data,xgboost
register,lowinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,receivequestionnaireresponse,preparenotificationcontent,sendquestionnaire,0,archive,archive,15.0,20,11,synthetic_data,xgboost
register,lowinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbyphone,archive,sendnotificationbyphone,receivequestionnaireresponse,0,15.0,20,12,synthetic_data,xgboost
register,lowinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,0,preparenotificationcontent,sendquestionnaire,sendnotificationbypost,archive,archive,15.0,20,13,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,0,sendquestionnaire,sendnotificationbypost,sendnotificationbyemail,sendnotificationbyemail,receivequestionnaireresponse,0,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,contacthospital,rejectclaim,createquestionnaire,0,receivequestionnaireresponse,sendnotificationbyphone,0,sendnotificationbypost,sendnotificationbyphone,0,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,sendnotificationbyemail,sendnotificationbyphone,0,0,archive,0,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,0,contacthospital,rejectclaim,createquestionnaire,0,receivequestionnaireresponse,sendnotificationbyphone,0,receivequestionnaireresponse,sendnotificationbyphone,0,20.0,20,17,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,0,0,sendnotificationbypost,sendnotificationbyemail,archive,0,20.0,20,18,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,preparenotificationcontent,sendnotificationbyphone,archive,archive,archive,0,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,0,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,1,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,2,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbyemail,receivequestionnaireresponse,sendnotificationbyphone,archive,0,0,5.0,20,3,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,20,4,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,20,5,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,20,6,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,0,archive,0,0,0,0,10.0,20,7,synthetic_data,xgboost
register,highinsurancecheck,lowmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,0,preparenotificationcontent,receivequestionnaireresponse,0,0,0,10.0,20,8,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,15.0,20,9,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,20,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,20,11,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,20,12,synthetic_data,xgboost
register,0,0,sendquestionnaire,createquestionnaire,preparenotificationcontent,sendquestionnaire,0,receivequestionnaireresponse,0,0,0,0,15.0,20,13,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,20.0,20,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,20.0,20,15,synthetic_data,xgboost
register,0,sendquestionnaire,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,receivequestionnaireresponse,0,sendnotificationbyphone,0,0,0,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,0,rejectclaim,createquestionnaire,preparenotificationcontent,preparenotificationcontent,receivequestionnaireresponse,preparenotificationcontent,0,receivequestionnaireresponse,0,0,20.0,20,17,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,20.0,20,18,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,highinsurancecheck,lowinsurancecheck,rejectclaim,receivequestionnaireresponse,skipquestionnaire,sendnotificationbyemail,archive,receivequestionnaireresponse,skipquestionnaire,0,5.0,20,0,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,createquestionnaire,highmedicalhistory,acceptclaim,acceptclaim,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,receivequestionnaireresponse,skipquestionnaire,0,5.0,20,1,synthetic_data,xgboost
register,lowinsurancecheck,highmedicalhistory,lowinsurancecheck,preparenotificationcontent,createquestionnaire,receivequestionnaireresponse,createquestionnaire,sendnotificationbyemail,sendnotificationbyemail,sendquestionnaire,sendnotificationbypost,0,5.0,20,2,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,3,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,createquestionnaire,rejectclaim,preparenotificationcontent,sendnotificationbyemail,sendquestionnaire,sendnotificationbypost,receivequestionnaireresponse,skipquestionnaire,sendnotificationbyemail,0,10.0,20,5,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,lowmedicalhistory,createquestionnaire,acceptclaim,contacthospital,acceptclaim,sendquestionnaire,sendnotificationbyemail,0,sendnotificationbyemail,0,10.0,20,6,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,10.0,20,7,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,0,0,10.0,20,8,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,0,0,10.0,20,9,synthetic_data,xgboost
