prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,desired_cfs,idx,test_id,dataset,black_box
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,17,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,createquestionnaire,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,18,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,createquestionnaire,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,0,synthetic_data,xgboost
register,lowinsurancecheck,createquestionnaire,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,1,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,createquestionnaire,highmedicalhistory,sendnotificationbyemail,sendquestionnaire,5.0,21,2,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,highinsurancecheck,lowinsurancecheck,sendnotificationbyemail,sendquestionnaire,5.0,21,3,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,highinsurancecheck,lowmedicalhistory,highmedicalhistory,sendquestionnaire,5.0,21,4,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,5,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,6,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,contacthospital,rejectclaim,sendnotificationbyemail,sendquestionnaire,10.0,21,7,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,21,8,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,lowinsurancecheck,rejectclaim,createquestionnaire,sendquestionnaire,10.0,21,9,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,11,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,12,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,21,13,synthetic_data,xgboost
register,createquestionnaire,lowinsurancecheck,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,15,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,16,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,20.0,21,17,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,20.0,21,18,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,20.0,21,19,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,5.0,20,0,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,5.0,20,1,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,2,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,3,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,5,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,sendquestionnaire,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,10.0,20,7,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,8,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbypost,15.0,20,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,15.0,20,12,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,13,synthetic_data,xgboost
0,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,20.0,20,17,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,20.0,20,18,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,0,synthetic_data,xgboost
register,highinsurancecheck,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,5.0,21,1,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,rejectclaim,createquestionnaire,sendnotificationbyemail,sendquestionnaire,5.0,21,2,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,rejectclaim,createquestionnaire,highmedicalhistory,sendquestionnaire,5.0,21,3,synthetic_data,xgboost
0,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,sendnotificationbyemail,sendquestionnaire,5.0,21,4,synthetic_data,xgboost
register,lowmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,5,synthetic_data,xgboost
register,highmedicalhistory,sendquestionnaire,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,6,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,sendnotificationbyemail,sendquestionnaire,10.0,21,7,synthetic_data,xgboost
register,highinsurancecheck,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,8,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,9,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,11,synthetic_data,xgboost
register,lowmedicalhistory,highmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,12,synthetic_data,xgboost
register,0,highinsurancecheck,rejectclaim,createquestionnaire,sendnotificationbyemail,sendquestionnaire,15.0,21,13,synthetic_data,xgboost
register,lowmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,15,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,16,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,17,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,18,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,19,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,0,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,5.0,20,1,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,5.0,20,2,synthetic_data,xgboost
0,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,5.0,20,3,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,5,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyphone,10.0,20,7,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,10.0,20,8,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendnotificationbyemail,15.0,20,11,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,15.0,20,12,synthetic_data,xgboost
register,lowinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,13,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,0,20.0,20,16,synthetic_data,xgboost
register,highmedicalhistory,sendquestionnaire,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,20.0,20,17,synthetic_data,xgboost
register,0,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,20.0,20,18,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,0,synthetic_data,xgboost
register,lowinsurancecheck,createquestionnaire,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,1,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,highinsurancecheck,preparenotificationcontent,sendnotificationbyemail,sendquestionnaire,5.0,21,2,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyemail,5.0,21,3,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,5.0,21,4,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,5,synthetic_data,xgboost
register,0,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,6,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,7,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,21,8,synthetic_data,xgboost
register,highmedicalhistory,0,highinsurancecheck,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,9,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,10,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,11,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,15.0,21,12,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,preparenotificationcontent,15.0,21,13,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,15,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,16,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,17,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,20.0,21,18,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,21,19,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,receivequestionnaireresponse,highinsurancecheck,createquestionnaire,sendnotificationbyphone,5.0,20,0,synthetic_data,xgboost
register,highmedicalhistory,lowmedicalhistory,highinsurancecheck,createquestionnaire,createquestionnaire,sendnotificationbyphone,5.0,20,1,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,createquestionnaire,acceptclaim,rejectclaim,preparenotificationcontent,5.0,20,2,synthetic_data,xgboost
register,lowinsurancecheck,createquestionnaire,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,20,3,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,20,4,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,20,5,synthetic_data,xgboost
register,highmedicalhistory,highmedicalhistory,highmedicalhistory,highinsurancecheck,createquestionnaire,sendnotificationbyemail,10.0,20,6,synthetic_data,xgboost
register,lowinsurancecheck,highinsurancecheck,highinsurancecheck,lowinsurancecheck,createquestionnaire,receivequestionnaireresponse,10.0,20,7,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,sendquestionnaire,rejectclaim,createquestionnaire,sendnotificationbyemail,10.0,20,8,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,20,9,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,10,synthetic_data,xgboost
register,lowinsurancecheck,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,11,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,20,12,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,createquestionnaire,preparenotificationcontent,15.0,20,13,synthetic_data,xgboost
register,highinsurancecheck,highinsurancecheck,rejectclaim,highinsurancecheck,createquestionnaire,rejectclaim,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,preparenotificationcontent,createquestionnaire,20.0,20,16,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,20,17,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,20.0,20,18,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,acceptclaim,lowinsurancecheck,createquestionnaire,preparenotificationcontent,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,0,synthetic_data,xgboost
register,lowinsurancecheck,createquestionnaire,lowmedicalhistory,rejectclaim,preparenotificationcontent,sendquestionnaire,5.0,21,1,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,highinsurancecheck,preparenotificationcontent,sendnotificationbyemail,sendquestionnaire,5.0,21,2,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyemail,5.0,21,3,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbyphone,5.0,21,4,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,5,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,10.0,21,6,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,10.0,21,7,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,21,8,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,10.0,21,9,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,15.0,21,10,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,15.0,21,11,synthetic_data,xgboost
register,lowmedicalhistory,createquestionnaire,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,12,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,15.0,21,13,synthetic_data,xgboost
register,createquestionnaire,lowmedicalhistory,lowinsurancecheck,rejectclaim,preparenotificationcontent,sendquestionnaire,15.0,21,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,15,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,20.0,21,16,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,20.0,21,17,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,20.0,21,18,synthetic_data,xgboost
register,highmedicalhistory,highinsurancecheck,contacthospital,rejectclaim,createquestionnaire,preparenotificationcontent,20.0,21,19,synthetic_data,xgboost
